;P7 VLU heel;P8 VLU heel;P9 VLU heel;P10 VLU heel;P11 VLU heel;P12 VLU heel 
Q96F8586102;0;1;0;1;1;1
Q96HC4218225;0;1;1;1;1;0
Q96IZ0228240;1;1;1;0;1;0
Q96S44626;0;1;1;0;1;1
Q995361749;1;1;0;1;0;1
Q9971516311672Q9971516311672Q9971516311672Q9971516311672;0;1;1;1;0;1
Q9971520012021Q9971520012021;1;1;1;1;0;0
Q998073646;1;1;0;1;0;1
Q99829167177;0;1;1;1;0;1
Q99836151160;0;1;1;1;0;1
Q9BT093844;1;1;1;0;1;0
Q9BT78108121;1;1;0;1;0;1
Q9BUF52146;0;1;1;1;0;1
Q9BWT7934952;0;0;1;1;1;1
Q9BYD32230;0;1;1;1;0;1
Q9BZF913761385;1;1;0;1;0;1
Q9C075246257;1;0;1;1;0;1
Q9C075284292;0;1;1;0;1;1
Q9C0C2824835Q9C0C2824835;1;1;1;1;0;0
Q9C0I4896902;0;1;1;1;0;1
Q9GZM7322345Q9GZM7322345Q9GZM7322345;1;1;0;1;0;1
Q9H3D4606618;0;1;1;1;0;1
Q9H3G5434444;1;1;0;1;1;0
Q9H425272293;0;1;1;0;1;1
Q9H910153166;1;0;1;1;0;1
Q9HBL0670679;1;0;1;1;1;0
Q9HBL0897914Q9HBL0897914;1;0;1;1;0;1
Q9NQ38490500Q9NQ38490500;1;1;1;0;0;1
Q9NR12246258Q9NR12246258;1;1;0;0;1;1
Q9NR285675;0;1;0;1;1;1
Q9NRN5130143;0;1;1;0;1;1
Q9NRN56673;1;1;1;0;0;1
Q9NSB4123139;0;1;1;1;0;1
Q9NTI2197216;0;1;1;1;1;0
Q9NTI513191332;0;1;0;1;1;1
Q9NU19267274;1;1;0;1;0;1
Q9NVI7591605;0;1;1;1;0;1
Q9NVZ36989;0;1;1;0;1;1
Q9NX46718;1;1;0;0;1;1
Q9NYL42636;1;1;1;0;0;1
Q9NZT11850Q9NZT11850Q9NZT11850Q9NZT11850;1;0;1;1;0;1
Q9P2E912991308;1;1;1;1;0;0
Q9P2E913091324Q9P2E913091324;1;1;0;1;0;1
Q9UEY8555567Q9UEY8555567;0;1;1;1;1;0
Q9UH99550562;0;1;0;1;1;1
Q9UHB6161169;1;1;0;0;1;1
Q9UJU6267282;1;0;1;1;0;1
Q9UJX33542;1;1;1;0;0;1
Q9UJZ1317337;0;1;1;1;0;1
Q9UK765374;1;0;1;0;1;1
Q9UKM9110120;0;1;1;1;0;1
Q9UKV310571066;0;1;0;1;1;1
Q9UKY7100117Q9UKY7100117Q9UKY7100117;1;1;1;0;0;1
Q9UM549921007Q9UM549921007;0;1;1;0;1;1
Q9UMD913681379;0;1;1;1;0;1
Q9UN703041;0;1;1;1;1;0
Q9UNF0408430;0;1;1;1;0;1
Q9Y2E410591080Q9Y2E410591080;0;1;1;1;1;0
Q9Y2Q53543;0;0;1;1;1;1
Q9Y2W1207235;1;0;1;1;0;1
Q9Y4461930;0;1;1;0;1;1
Q9Y49011061122;1;1;1;0;0;1
Q9Y49015241555Q9Y49015241555Q9Y49015241555;1;0;1;1;0;1
Q9Y49015821593;0;1;1;0;1;1
Q9Y49021612177;1;1;0;0;1;1
Q9Y4G6817827Q9Y490814824;1;1;0;1;0;1
Q9Y4P8420439;0;1;0;1;1;1
Q9Y61310221044;0;1;1;0;1;1
Q9Y6G33356Q9Y6G33356;0;1;1;1;0;1
A0A0B4J1Y98288A0A0A0MS158288;1;1;0;1;1;1
A2RRP17082;1;1;1;0;1;1
A6NMZ7888903;1;1;1;1;0;1
A8MSI8311;1;1;1;1;0;1
H7BZ557688;0;1;1;1;1;1
O00151128138;1;1;0;1;1;1
O001593643;0;1;1;1;1;1
O00159725733;0;1;1;1;1;1
O00170315323;1;1;1;1;0;1
O001931537;1;0;1;1;1;1
O001935668O001935668;1;1;1;1;1;0
O002173554;1;1;1;1;0;1
O00273217229;0;1;1;1;1;1
O002994250;0;1;1;1;1;1
O005602348O005602348;1;1;1;1;0;1
O14773326339;1;1;0;1;1;1
O149073259O149073259O149073259;1;1;1;1;0;1
O14974183194;1;1;0;1;1;1
O14979282294;1;1;0;1;1;1
O1506110441064O1506110441064;1;1;0;1;1;1
O15061479488;1;1;0;1;1;1
O150616985O150616985;1;1;0;1;1;1
O43390157174;1;1;1;1;0;1
O43396248259;1;1;0;1;1;1
O43516159166;1;1;0;1;1;1
O4381892101;0;1;1;1;1;1
O60240407417O60240407417;1;1;0;1;1;1
O60271485500;1;1;0;1;1;1
O6028718331843;1;1;1;1;0;1
O6043715021518;1;0;1;1;1;1
O60437506520O60437506520;1;1;1;1;0;1
O60437908924O60437908924;1;1;1;1;0;1
O60664380391;1;1;1;0;1;1
O60716113135;1;1;0;1;1;1
O60749260269;1;1;1;1;0;1
O608884586O608884586;1;1;1;1;0;1
O753234152;1;1;1;1;0;1
O7533910621085O7533910621085O7533910621085;1;1;1;1;0;1
O7536914981504;0;1;1;1;1;1
O7536915951605;1;1;0;1;1;1
O753961728;1;1;1;0;1;1
O754893748;0;1;1;1;1;1
O754893750;1;1;1;1;1;0
O76015397405;0;1;1;1;1;1
O760708196;1;1;1;1;0;1
O94903818;1;0;1;1;1;1
O956313249O956313249;1;1;1;1;0;1
O95678411429O95678411429;1;1;0;1;1;1
O958102048O958102048O958102048O958102048;1;1;1;0;1;1
P00450466481;1;1;1;1;0;1
P00488391409;0;1;1;1;1;1
P00488483492;0;1;1;1;1;1
P00488654662;0;1;1;1;1;1
P005583039;1;1;1;1;0;1
P00739104124P00738162182;1;1;1;1;0;1
P00915214228;1;1;1;1;0;1
P009187189;1;1;1;1;1;0
P01009299306;1;1;0;1;1;1
P0102310741081P2074210801087;1;1;1;1;0;1
P0102311551163;1;1;0;1;1;1
P0102312871297;1;1;0;1;1;1
P0102410431053P0102410431053;0;1;1;1;1;1
P0102414091427P0102414091427P0102414091427;1;1;1;1;0;1
P01024520530P01024520530;1;1;0;1;1;1
P01042146161;0;1;1;1;1;1
P015937283;1;1;1;0;1;1
P017182038;1;1;0;1;1;1
P01871412423;1;1;0;1;1;1
P01876161177P01877148164P01876161177P01877148164;1;1;1;1;0;1
P018762751P018762751;1;0;1;1;1;1
P01876323331P01877310318P01876323331P01877310318;1;1;1;0;1;1
P0245211251141P0245211251141;1;1;1;1;1;0
P02452202220P02452202220P02452202220;0;1;1;1;1;1
P02458517533;1;1;0;1;1;1
P02538150158O95678136144;1;1;1;1;0;1
P025457989;1;1;1;1;0;1
P0254912631277;1;1;1;1;0;1
P02549740765P02549740765;1;1;1;0;1;1
P02647240252P02647240252;1;1;1;1;0;1
P02649199207P02649199207;1;1;0;1;1;1
P0264993108P0264993108;1;1;1;1;0;1
P026522437;1;1;0;1;1;1
P026564260;0;1;1;1;1;1
P026564860;1;1;0;1;1;1
P02671219236;1;1;1;1;0;1
P02671309353P02671309353P02671309353P02671309353P02671309353;1;1;1;1;1;0
P02675161196P02675161196P02675161196P02675161196;1;1;1;1;0;1
P0267985113P0267985113P0267985113;1;1;1;1;1;0
P02743143165P02743143165;1;1;1;1;0;1
P02743193212P02743193212P02743193212P02743193212P02743193212;1;1;0;1;1;1
P02747127139P02747127139;1;1;0;1;1;1
P027493858P027493858;1;1;0;1;1;1
P0275114261442;1;1;1;1;0;1
P0275115161525P0275115161525;1;1;1;1;0;1
P0275121142149P0275121142149P0275121142149;1;1;1;1;0;1
P02751464479P02751464479P02751464479;1;1;1;1;1;0
P02768169181P02768169181;1;1;0;1;1;1
P02787152162;1;1;0;1;1;1
P04040137156P04040137156P04040137156;1;1;1;0;1;1
P0411413251333;0;1;1;1;1;1
P04217265280;1;1;0;1;1;1
P04259142158P48668142158P04259142158P48668142158P04259142158P48668142158;1;1;1;0;1;1
P04264530549P04264530549;0;1;1;1;1;1
P043501546P683711546P043501546P683711546;1;1;1;1;1;0
P04406103118;1;1;1;1;0;1
P04406179197;1;1;1;0;1;1
P044403141;1;1;1;1;0;1
P04899236243P08754235242P63096235242;1;1;1;0;1;1
P050911851P050911851P050911851;1;1;1;1;0;1
P0512096108;1;0;1;1;1;1
P05997101109;1;1;1;1;1;0
P05997901916;0;1;1;1;1;1
P06396271295P06396271295;1;1;0;1;1;1
P06396466481;1;1;1;1;0;1
P064541631P064541631;1;1;1;0;1;1
P064542131P064542131;0;1;1;1;1;1
P06727311326;1;1;0;1;1;1
P06727327348P06727327348;1;1;1;1;0;1
P067278490;1;1;0;1;1;1
P073052942P073052942;1;1;1;1;0;1
P07355110135;1;1;0;1;1;1
P07355136145P07355136145;1;1;1;1;1;0
P07355189196;0;1;1;1;1;1
P074372146;1;1;1;1;0;1
P07585197206P07585197206;1;1;0;1;1;1
P07585255272;1;1;1;0;1;1
P07585351358;1;1;1;1;1;0
P077372656P077372656;1;1;0;1;1;1
P077373356;0;1;1;1;1;1
P07900219226;1;1;1;1;0;1
P07900605612P08238597604;1;1;1;1;0;1
P07951144160;1;1;0;1;1;1
P0812310711080;1;1;0;1;1;1
P08123369381;1;1;0;1;1;1
P08133116122P50995296302P09525110116Q9UJ72113119Q5VT79117123P04083138144P13928117123;1;1;1;1;1;0
P08133403411;1;1;1;1;1;0
P081345668P615865668;0;1;1;1;1;1
P08238659679;1;1;1;1;0;1
P08514891902;1;1;0;1;1;1
P08670274294P08670274294P08670274294;1;1;1;1;0;1
P08670311321;1;1;1;1;0;1
P08758134151;1;1;1;1;1;0
P087794755;0;1;1;1;1;1
P09211512;0;1;1;1;1;1
P09497143155P09497143155;1;1;0;1;1;1
P096511831P096511831;1;1;1;0;1;1
P099728196;1;1;1;1;0;1
P0C0L411511167P0C0L511511167;1;0;1;1;1;1
P0CG12323334;0;1;1;1;1;1
P0DMV9140155P34931142157;1;1;1;0;1;1
P0DP251838P0DP251838P0DP251838;1;1;0;1;1;1
P101096170;1;1;1;1;1;0
P102537889;1;1;0;1;1;1
P1051587110;1;1;1;1;0;1
P10644106115;0;1;1;1;1;1
P108092737;1;1;1;1;0;1
P108094860;1;1;0;1;1;1
P10909168182P10909168182;1;1;1;1;0;1
P10909314324;1;1;0;1;1;1
P109095867P109095867;1;1;1;1;1;0
P11047514527P11047514527;0;1;1;1;1;1
P11171519533P11171519533P11171519533;0;1;1;1;1;1
P11216228243;1;1;0;1;1;1
P11216376387P06737376387P11217376387P11216376387P06737376387P11217376387;0;1;1;1;1;1
P112333752P112343752;0;1;1;1;1;1
P11940375385;1;0;1;1;1;1
P12109214222;1;1;1;1;0;1
P12109977984;1;1;1;1;1;0
P121099951005;0;1;1;1;1;1
P12110217233;0;1;1;1;1;1
P12110778784;1;1;1;1;1;0
P121109981013;1;1;0;1;1;1
P1211116431651;1;1;1;1;1;0
P1211116841700P1211116841700P1211116841700;0;1;1;1;1;1
P1211119391951;1;1;1;1;0;1
P1211119471964P1211119471964;1;1;1;1;0;1
P1211119571964;1;1;1;1;0;1
P1211124842496P1211124842496;1;1;1;1;0;1
P1211125602572;1;0;1;1;1;1
P12111438444;0;1;1;1;1;1
P12111708738P12111708738P12111708738;1;1;1;0;1;1
P12111817836P12111817836;1;1;1;0;1;1
P12111878889P12111878889;1;1;1;1;0;1
P12532119129;1;1;1;1;0;1
P12814810818O43707829837P12814810818O43707829837;1;1;1;1;0;1
P12830191209;1;1;0;1;1;1
P12956326339P12956326339;1;1;1;0;1;1
P13489334341;0;1;1;1;1;1
P13611187207;1;1;1;1;1;0
P13639237249;0;1;1;1;1;1
P136672434;1;0;1;1;1;1
P1371696109;0;1;1;1;1;1
P13796348357P13796348357;0;1;1;1;1;1
P13798418P13798418;1;1;1;1;0;1
P13798718;0;1;1;1;1;1
P138612439P138612439;1;0;1;1;1;1
P14314367374;1;1;1;0;1;1
P14543327335;1;1;1;1;0;1
P146181932;0;1;1;1;1;1
P14618271278;1;1;1;1;0;1
P1461899120;1;1;1;1;1;0
P14625384395;1;1;1;1;0;1
P14625576587;0;1;1;1;1;1
P14625678690;1;1;1;1;0;1
P14866427434;1;1;0;1;1;1
P1486693107;1;1;1;1;0;1
P149232151P149232151P149232151P149232151;1;1;1;1;0;1
P14923507526P14923507526P14923507526;1;1;0;1;1;1
P15088129142P15088129142P15088129142;1;1;1;1;0;1
P150906679;1;1;0;1;1;1
P15311425435;1;1;1;1;0;1
P15311530542P15311530542;1;1;1;1;1;0
P1592416161628;0;1;1;1;1;1
P1592420492063;1;1;1;1;0;1
P1592420842118P1592420842118P1592420842118P1592420842118;1;1;1;1;0;1
P1592422152249P1592422152249P1592422152249P1592422152249;1;1;0;1;1;1
P1592422212249;1;1;1;1;0;1
P1592423522366P1592423522366P1592423522366P1592423522366;1;1;1;1;0;1
P15924434451P15924434451;1;0;1;1;1;1
P15924573592;1;0;1;1;1;1
P15924799808;1;0;1;1;1;1
P159271040;1;1;1;1;1;0
P1614415371545;1;1;1;1;1;0
P16989259283;1;0;1;1;1;1
P17661445454;1;1;0;1;1;1
P17980285295P62191284294;1;1;1;0;1;1
P18206600629P18206600629;0;1;1;1;1;1
P186692740;1;1;1;0;1;1
P19013284300P13647315331;1;1;1;1;1;0
P19013350360;1;1;1;1;1;0
P19338414420;1;1;1;0;1;1
P194043342;1;1;1;1;0;1
P19971398408;0;1;1;1;1;1
P206744155;1;1;1;1;0;1
P20810178197;1;1;0;1;1;1
P20810545558P20810545558;1;1;1;1;1;0
P20908386410;0;1;1;1;1;1
P20908428449;1;1;1;1;1;0
P20930162169;0;1;1;1;1;1
P2093021152127;1;1;0;1;1;1
P2093034463456P2093034463456;1;1;1;1;0;1
P2093038593879;1;1;1;0;1;1
P2093038673878;1;1;1;0;1;1
P20930403412;1;1;1;1;1;0
P209308090;1;1;1;1;0;1
P212811329;1;0;1;1;1;1
P21291109118;1;1;1;1;0;1
P2133315201532;1;1;1;1;0;1
P21333320340;0;1;1;1;1;1
P21333408437;1;1;0;1;1;1
P21333649655;1;1;0;1;1;1
P219122938;1;1;1;1;0;1
P2210515091525;0;1;1;1;1;1
P2210532903297;1;1;1;1;1;0
P2210534773484;1;1;1;1;1;0
P2210538383852;0;1;1;1;1;1
P22105982994;0;1;1;1;1;1
P223145869P223145869;1;1;0;1;1;1
P2239292105;0;1;1;1;1;1
P22626133147;1;1;0;1;1;1
P22626229238;1;1;1;0;1;1
P22626318325;1;1;0;1;1;1
P22626326350P22626326350;0;1;1;1;1;1
P233968894;1;1;1;0;1;1
P23588495524P23588495524;1;1;1;0;1;1
P23588594611;1;1;1;1;1;0
P235887178;1;1;1;1;0;1
P2363411841201;1;1;0;1;1;1
P23946222232P23946222232;1;0;1;1;1;1
P245343954;0;1;1;1;1;1
P247523449;1;1;1;1;0;1
P2475291105;0;1;1;1;1;1
P2482111461152;0;1;1;1;1;1
P2482114691477P2482114691477;1;1;1;0;1;1
P248443545O149503545P191053444;0;1;1;1;1;1
P25311169177;0;1;1;1;1;1
P253113360P253113360P253113360;0;1;1;1;1;1
P25325214230;1;1;1;1;0;1
P25705292301P25705292301;1;1;1;1;0;1
P25705450463;0;1;1;1;1;1
P26599115122;1;1;0;1;1;1
P26599326348P26599326348;0;1;1;1;1;1
P266417885;1;1;1;1;0;1
P278246177P278246177;1;1;1;1;0;1
P28070187196;0;1;1;1;1;1
P28838193200;1;1;1;1;0;1
P296926083;1;1;1;1;0;1
P30086107119;1;1;0;1;1;1
P30086134141;1;1;1;0;1;1
P30101308329;1;1;1;0;1;1
P304056879O434473344;0;1;1;1;1;1
P30837404411;1;1;0;1;1;1
P31942267287;1;1;0;1;1;1
P31946199224P31946199224;1;1;1;0;1;1
P31946231246;1;1;1;1;1;0
P31947152169;0;1;1;1;1;1
P31994293309;0;1;1;1;1;1
P35221195204;1;1;1;0;1;1
P3522296124P3522296124;0;1;1;1;1;1
P35232149157;1;1;1;1;1;0
P35527146163P35527146163P35527146163;0;1;1;1;1;1
P35527328336P35527328336;1;1;1;1;0;1
P35527455478P35527455478;1;1;1;1;0;1
P35527491513P35527491513;1;1;1;1;0;1
P3557913041322;1;1;1;1;0;1
P35579152159;1;1;0;1;1;1
P3557916981725P3557916981725P3557916981725;1;1;1;1;0;1
P3557917351751;0;1;1;1;1;1
P3557918131830P3557918131830;0;1;1;1;1;1
P35579843858P35579843858;1;1;1;1;1;0
P3574913841396;0;1;1;1;1;1
P3574918201835;1;1;1;1;0;1
P35749850867P35749850867;1;1;0;1;1;1
P35908509524;1;1;1;1;0;1
P35908604623P35908604623;1;1;1;1;0;1
P365422633;1;1;0;1;1;1
P36957291312P36957291312;1;1;1;1;0;1
P37802118127;0;1;1;1;1;1
P37802131139;1;1;1;0;1;1
P381595467Q96E395467;1;0;1;1;1;1
P39023107116;1;1;1;1;0;1
P3906016591670;1;1;1;1;0;1
P39060678688;0;1;1;1;1;1
P409262552;0;1;1;1;1;1
P412505568;1;1;1;1;0;1
P415671934;1;1;1;1;0;1
P427662032P427662032;1;1;1;1;0;1
P461082131P461082131;1;1;1;1;0;1
P46777100107P46777100107;0;1;1;1;1;1
P4693931773193;0;1;1;1;1;1
P4694012121222;0;1;1;1;1;1
P47813132144;1;1;1;1;1;0
P48637274283;1;1;1;1;1;0
P48643461478P48643461478;1;1;1;0;1;1
P49411240252;0;1;1;1;1;1
P49411380388;1;1;1;0;1;1
P494114453;0;1;1;1;1;1
P4941193102;0;1;1;1;1;1
P494198296P494198296;1;1;1;1;1;0
P497485262;1;1;0;1;1;1
P49959509520;1;1;1;0;1;1
P50552144154;1;1;1;1;1;0
P509147590P509147590;1;1;1;1;0;1
P51114478502P51114478502;1;1;0;1;1;1
P515533954;1;1;1;1;0;1
P51884189198;1;1;1;1;0;1
P5188493110;1;0;1;1;1;1
P51888335353P51888335353;1;1;1;1;0;1
P51888340353;0;1;1;1;1;1
P51911173185P51911173185;1;0;1;1;1;1
P519112030;1;1;1;1;0;1
P51911209226P51911209226;1;1;0;1;1;1
P529437697P529437697;0;1;1;1;1;1
P53814462469P53814462469;1;1;0;1;1;1
P54652157172;1;1;1;1;1;0
P55072139147;0;1;1;1;1;1
P550727383;0;1;1;1;1;1
P550832532;1;1;1;1;1;0
P5621176101;1;1;0;1;1;1
P581072721273432523265378637994320433348534866;1;0;1;1;1;1
P581072745275432763285381038194344435348774886;0;1;1;1;1;1
P599982632;0;1;1;1;1;1
P601744353;1;1;0;1;1;1
P601745466;1;1;1;1;1;0
P601749299;1;1;1;1;0;1
P606607494P606607494;1;1;0;1;1;1
P60842248255Q14240249256;1;1;1;1;0;1
P612242441P628342441;1;1;1;0;1;1
P612248397P628348397P612248397P628348397;0;1;1;1;1;1
P61626100116P61626100116P61626100116;1;1;0;1;1;1
P61978134148;0;1;1;1;1;1
P61978139148;0;1;1;1;1;1
P62081131143;1;0;1;1;1;1
P62195248258;1;1;1;0;1;1
P62258181190;1;1;1;1;0;1
P6226987108P6226987108P6226987108;1;1;1;1;0;1
P62424168175;1;1;1;0;1;1
P6242490100P6242490100;1;1;1;1;0;1
P62826198216;0;1;1;1;1;1
P62937130144P62937130144;1;1;1;1;0;1
P629878497P629878497;1;1;1;1;0;1
P67809205231P67809205231P67809205231P67809205231;1;1;0;1;1;1
P67936111124P06753148161P67936111124P06753148161P67936111124P06753148161;0;1;1;1;1;1
P68104229247;1;1;1;1;0;1
P683665364;1;1;1;0;1;1
P68371426445;1;1;1;1;0;1
P688711031P688711031;1;1;1;1;1;0
P783182136;1;1;1;1;0;1
P78318288294;1;1;0;1;1;1
P807486879;1;1;1;1;1;0
P82909311;1;1;1;1;0;1
P837314856P837314856;1;1;1;1;0;1
P842431018Q5TEC61018P684311018Q71DI31018;0;1;1;1;1;1
P9816010821090;1;1;1;1;0;1
P9816023332344;1;1;1;1;0;1
P9816032503257P9816032503257;1;0;1;1;1;1
P98160661679P98160661679;1;1;1;1;0;1
P981796675P981796675;1;1;0;1;1;1
Q00610338350Q00610338350;1;1;1;0;1;1
Q0108214681477;0;1;1;1;1;1
Q0108218751885;1;1;0;1;1;1
Q0108221242140Q0108221242140;1;1;1;1;1;0
Q0108221782191;1;1;1;0;1;1
Q01105109122;1;1;1;1;0;1
Q01105129136;1;1;1;1;1;0
Q02388281293Q02388281293;1;0;1;1;1;1
Q023886978;1;1;1;0;1;1
Q02388797806;0;1;1;1;1;1
Q02388899910;1;1;1;1;0;1
Q02413454473;1;1;1;1;0;1
Q02413466473;1;1;1;0;1;1
Q02413634640;1;1;1;1;1;0
Q02487296313Q02487296313;1;1;1;1;0;1
Q02952933939;1;1;0;1;1;1
Q031353354;1;1;1;1;1;0
Q03252164171;1;1;0;1;1;1
Q03252249264Q03252249264;0;1;1;1;1;1
Q03252385392;0;1;1;1;1;1
Q04446566576Q04446566576;1;1;1;1;0;1
Q048374757;0;1;1;1;1;1
Q048374766Q048374766;1;1;1;1;0;1
Q05682142156;1;1;1;1;1;0
Q056823039;1;1;1;0;1;1
Q056825269Q056825269;0;1;1;1;1;1
Q05682665678;1;1;1;0;1;1
Q05682691710;1;1;1;1;1;0
Q056828199;1;1;1;1;0;1
Q056828699;1;1;0;1;1;1
Q05707516539Q05707516539Q05707516539;1;0;1;1;1;1
Q05707519539;0;1;1;1;1;1
Q06033326348;1;1;1;1;0;1
Q06323199210Q06323199210;1;1;1;1;0;1
Q06323618Q06323618;1;1;1;1;0;1
Q06828137148;0;1;1;1;1;1
Q070217494Q070217494;1;1;1;1;1;0
Q07065430447Q07065430447;1;1;1;0;1;1
Q0709214451454Q0709214451454;1;1;1;1;1;0
Q07507107118Q07507107118;1;0;1;1;1;1
Q07507183190Q07507183190;1;1;1;0;1;1
Q0795415241532;1;1;1;1;1;0
Q0966610971104;1;0;1;1;1;1
Q0966622002221;1;1;1;1;0;1
Q0966622092221;1;0;1;1;1;1
Q0966648804889;1;0;1;1;1;1
Q0966657805787;1;1;0;1;1;1
Q128052739;1;1;1;0;1;1
Q13148294316;1;1;0;1;1;1
Q131515681Q131515681Q131515681Q131515681;1;1;0;1;1;1
Q13162213223;1;1;1;1;0;1
Q13228334344Q13228334344;1;1;0;1;1;1
Q13263459470;1;1;1;1;0;1
Q13347190198Q13347190198;1;1;1;1;0;1
Q134052737;0;1;1;1;1;1
Q13409513;1;1;1;1;0;1
Q13435284301;0;1;1;1;1;1
Q13509201213Q9H4B7201213P04350201213Q9BUF5201213P07437201213P68371201213Q9BVA1201213;1;1;1;1;0;1
Q13683649671;1;1;0;1;1;1
Q1381310461054;1;1;1;1;1;0
Q1381315081525;1;1;0;1;1;1
Q1381322082225Q1381322082225;1;1;1;1;0;1
Q13813896907;1;1;0;1;1;1
Q13838361374;1;1;0;1;1;1
Q13885266276P04350266276Q9BUF5266276P07437266276P68371266276Q9BVA1266276Q13885266276P04350266276Q9BUF5266276P07437266276P68371266276Q9BVA1266276;1;1;1;0;1;1
Q140113041;1;1;0;1;1;1
Q140115575Q140115575;1;1;0;1;1;1
Q14166133144Q14166133144;1;1;1;1;0;1
Q14195539550Q14195539550;1;0;1;1;1;1
Q1420391119Q1420391119;1;1;1;1;0;1
Q142572235;0;1;1;1;1;1
Q14624487500;1;0;1;1;1;1
Q14624589614Q14624589614;0;1;1;1;1;1
Q14624880894;1;1;1;1;0;1
Q14764222230;1;1;1;1;0;1
Q14847123130;0;1;1;1;1;1
Q14956364373;1;1;0;1;1;1
Q14956367373;1;1;1;0;1;1
Q14980579592Q14980579592;0;1;1;1;1;1
Q14CN4275288Q14CN4275288;1;1;1;0;1;1
Q15056199205;0;1;1;1;1;1
Q15056217229;1;1;1;1;0;1
Q15056217237Q15056217237Q15056217237;1;1;0;1;1;1
Q1514913871397Q1514913871397;1;1;0;1;1;1
Q1514923172329Q1514923172329;1;1;1;1;0;1
Q1514926582668;1;1;1;1;0;1
Q1514928682881;1;1;1;1;0;1
Q15149350365Q15149350365;1;0;1;1;1;1
Q1514943704381;1;1;0;1;1;1
Q15365298306Q15365298306;1;1;1;1;1;0
Q15436290311Q15436290311;1;1;1;0;1;1
Q1551783105;0;1;1;1;1;1
Q1551783117;1;1;1;0;1;1
Q155554560;1;1;0;1;1;1
Q15582273295;1;1;1;1;0;1
Q15582381396;1;1;1;0;1;1
Q155824359Q155824359Q155824359;1;1;0;1;1;1
Q15631174182;1;1;1;1;0;1
Q15661156168Q15661156168;1;1;1;0;1;1
Q15773111128;0;1;1;1;1;1
Q15942243253;1;1;1;1;0;1
Q161812142;1;1;1;1;0;1
Q16181266286Q16181266286;1;1;0;1;1;1
Q16555118124;1;1;1;1;1;0
Q16555518532;1;1;1;0;1;1
Q165958197;1;1;1;1;0;1
Q16666648657;0;1;1;1;1;1
Q167785973O608145973Q167785973O608145973;0;1;1;1;1;1
Q168511325;1;1;1;0;1;1
Q1KMD3611630;1;1;1;1;0;1
Q53EL6153162;0;1;1;1;1;1
Q5D86212951308;1;0;1;1;1;1
Q5D862260275;1;1;1;0;1;1
Q6E0U4329338;1;1;1;0;1;1
Q6NZI2330355Q6NZI2330355;1;1;1;1;1;0
Q6NZI279100Q6NZI279100Q6NZI279100;1;1;1;1;1;0
Q6UWP8140169Q6UWP8140169;1;1;0;1;1;1
Q6UWP8144169;0;1;1;1;1;1
Q6UWP8418438Q6UWP8418438;1;0;1;1;1;1
Q71U36352373Q9BQE3352373P68366352373Q71U36352373Q9BQE3352373P68366352373;1;1;1;1;0;1
Q71U36377390P68366377390Q71U36377390P68366377390;1;1;1;1;0;1
Q71U365364Q9BQE35364Q71U365364Q9BQE35364;1;1;1;0;1;1
Q71U366579Q9BQE36579Q71U366579Q9BQE36579;1;1;1;1;0;1
Q71U3688105Q9BQE388105P6836688105;1;1;1;1;0;1
Q7Z3Y7187197Q7Z3Y7187197Q7Z3Y7187197;1;1;0;1;1;1
Q86U283851;1;1;0;1;1;1
Q86UE4132142;0;1;1;1;1;1
Q86UX7344357;1;1;1;1;0;1
Q86V81127141;1;1;1;1;0;1
Q86WA6215226;0;1;1;1;1;1
Q86Y46366384;1;1;1;1;0;1
Q8IVF2309319;1;0;1;1;1;1
Q8N1G4415424Q8N1G4415424;1;1;0;1;1;1
Q8N1N4113130Q8N1N4113130;0;1;1;1;1;1
Q8N6843245;1;1;1;1;0;1
Q8N7H5411;0;1;1;1;1;1
Q8NBJ7243250;1;1;1;1;1;0
Q8NBJ76375Q8NBJ76375;0;1;1;1;1;1
Q8WVV4520528Q8WVV4520528;1;1;1;1;1;0
Q8WX93946967Q8WX93946967;1;1;0;1;1;1
Q92688217240;0;1;1;1;1;1
Q92743287302Q92743287302;1;1;0;1;1;1
Q928412535;1;1;1;0;1;1
Q92890203226;1;0;1;1;1;1
Q929472435;1;1;1;1;0;1
Q930521122;1;0;1;1;1;1
Q93052269295Q93052269295;1;1;1;1;0;1
Q969E4117132;1;1;1;0;1;1
Q96CP27989;1;1;1;1;0;1
Q96CX2185205Q96CX2185205;1;1;1;1;0;1
Q96D15231246;0;1;1;1;1;1
Q96FW12736;1;1;1;0;1;1
Q96HC4264274;1;1;1;1;1;0
Q96I99257269;0;1;1;1;1;1
Q96I993855Q96I993855;1;1;1;1;0;1
Q96IZ0175187;1;1;1;1;1;0
Q96JQ018961912;1;0;1;1;1;1
Q96KP4917;1;1;0;1;1;1
Q96L9613791388;0;1;1;1;1;1
Q96M27181200;1;1;1;1;0;1
Q96PE72947;1;1;1;1;0;1
Q99613724734;1;1;1;1;0;1
Q9971518201834Q9971518201834;1;1;1;1;0;1
Q9971518781901Q9971518781901;0;1;1;1;1;1
Q9971521002112Q9971521002112;0;1;1;1;1;1
Q9971529102922Q9971529102922;1;1;1;0;1;1
Q99715888905;1;1;1;1;0;1
Q997576073;1;1;0;1;1;1
Q99961228242;1;1;0;1;1;1
Q9BQ616071;1;1;1;1;0;1
Q9BQA14652P3574917181724;1;1;0;1;1;1
Q9BV571632;1;1;1;1;1;0
