;One;Two;Three;Four;Five;Six
P08311;1;1;1;1;1;0
P06310;1;1;0;0;0;0
Q96G03;1;1;1;1;1;0
Q5TDH0;1;1;1;1;0;0
P15531;1;0;0;0;0;0
O76013;1;0;0;0;0;0
O14529;1;1;1;0;1;0
P14317;1;0;0;0;0;0
Q04323;1;1;1;1;0;0
P48506;1;1;0;1;0;0
Q15691;1;0;1;1;0;0
Q01130;1;0;1;1;1;0
A0A075B6Q5;1;1;0;1;1;0
P28066;1;0;1;0;1;0
P05114;1;1;1;1;1;0
O75475;1;0;1;0;0;0
P26583;1;1;0;0;0;0
Q16778;1;1;1;1;1;0
Q71U36;1;0;0;1;0;0
Q8IUL8;0;1;0;1;1;0
A0A0B4J2D9;0;0;0;0;1;0
Q15437;0;0;0;0;1;0
P62714;0;1;1;1;1;0
Q8NBJ7;0;1;1;1;1;0
Q9H0D6;0;0;0;0;1;0
Q07021;0;1;0;1;1;0
P80303;0;0;1;1;1;0
Q9NSB2;0;0;0;1;1;0
O95782;0;0;1;1;1;0
P11908;0;0;0;0;1;0
Q8IZQ5;0;0;0;0;1;0
Q8WVJ2;0;1;0;1;1;0
Q15828;0;0;1;1;1;0
O94973;0;1;0;0;1;0
Q9Y680;0;0;0;1;1;0
O75251;0;0;0;1;1;0
Q15020;0;0;0;0;1;0
O43583;0;0;0;0;1;0
P0DOY3;0;0;0;0;1;0
O60911;0;0;0;0;1;0
O60938;0;0;0;0;1;0
O95433;0;1;1;0;1;0
Q13153;0;1;0;0;1;0
Q9P258;0;0;1;1;1;0
Q15369;0;0;0;0;1;0
Q8NI22;0;0;1;0;1;0
A0A087WW87;0;0;1;0;1;0
Q9Y6M7;0;0;0;0;1;0
P21266;0;1;0;1;1;0
P49321;0;0;1;1;1;0
O75351;0;0;0;0;1;0
P10643;0;1;0;1;1;0
Q12904;0;1;1;0;1;0
Q9Y262;0;1;0;0;1;0
P09488;0;0;0;0;1;0
O60888;0;0;0;1;1;0
Q9UNE7;0;1;1;1;1;0
P35659;0;1;1;1;1;0
Q9Y2E4;0;1;1;1;1;0
Q9NTI2;0;1;0;0;1;0
Q96IY4;0;0;0;1;1;0
Q96CX2;0;0;0;1;1;0
Q8IW75;0;1;1;1;1;0
P01742;0;0;0;0;1;0
Q92530;0;1;1;1;1;0
A0M8Q6;0;1;0;0;1;0
Q9BQE3;0;1;1;0;1;0
Q9H3U1;0;0;0;1;0;0
Q9UI42;0;0;0;1;0;0
O75436;0;0;0;1;0;0
Q13884;0;0;0;1;0;0
P04844;0;0;0;1;0;0
Q14964;0;0;0;1;0;0
Q9HC35;0;1;0;1;0;0
P60953;0;0;0;1;0;0
Q96JY6;0;0;0;1;0;0
P53004;0;0;0;1;0;0
Q9Y6K9;0;0;0;1;0;0
Q9Y295;0;0;1;1;0;0
Q14839;0;0;0;1;0;0
O00422;0;0;0;1;0;0
P34932;0;0;0;1;0;0
Q03013;0;0;0;1;0;0
P17612;0;0;0;1;0;0
Q9NX24;0;0;0;1;0;0
P31937;0;0;0;1;0;0
Q9NQR4;0;0;0;1;0;0
P0DP04;0;1;1;1;0;0
Q8NFW8;0;1;0;1;0;0
Q9UI10;0;0;0;1;0;0
P21589;0;0;0;1;0;0
Q5JTJ3;0;1;0;1;0;0
Q14165;0;0;0;1;0;0
Q9Y4E1;0;0;0;1;0;0
Q9NQ79;0;0;0;1;0;0
Q4G0F5;0;0;0;1;0;0
Q8IVM0;0;0;0;1;0;0
P08572;0;0;0;1;0;0
Q8N1Q8;0;1;0;1;0;0
Q14141;0;1;0;1;0;0
Q92954;0;0;0;1;0;0
P37198;0;0;0;1;0;0
Q9P0M6;0;0;0;1;0;0
H7BZ55;0;0;1;1;0;0
P55058;0;0;0;1;0;0
P16278;0;0;0;1;0;0
Q12840;0;0;0;1;0;0
P51571;0;0;0;1;0;0
Q96A65;0;0;0;1;0;0
Q96LD4;0;1;0;1;0;0
Q7L1Q6;0;0;0;1;0;0
Q6UVK1;0;0;0;1;0;0
Q6XQN6;0;0;0;1;0;0
Q9NY33;0;0;0;1;0;0
A1L4H1;0;0;0;1;0;0
Q13564;0;1;0;1;0;0
Q9BXP5;0;1;0;1;0;0
P28065;0;0;0;1;0;0
Q9BY44;0;0;0;1;0;0
Q9P2B2;0;1;0;1;0;0
Q49A26;0;0;0;1;0;0
Q9BS40;0;1;1;1;0;0
P31153;0;1;0;1;0;0
P13928;0;0;0;1;0;0
Q9Y2D5;0;0;0;1;0;0
P08236;0;0;0;1;0;0
Q9H0R8;0;1;0;1;0;0
Q9Y5X1;0;0;1;1;0;0
O14618;0;0;0;1;0;0
O14561;0;0;0;1;0;0
P02100;0;0;0;1;0;0
Q96EY1;0;0;0;1;0;0
Q96CP2;0;0;0;1;0;0
Q6YHK3;0;1;0;1;0;0
P30566;0;0;1;1;0;0
Q8TAQ2;0;1;0;1;0;0
P83916;0;0;0;1;0;0
Q9Y2S2;0;1;1;1;0;0
P42785;0;1;0;1;0;0
Q14108;0;0;0;1;0;0
Q99972;0;0;0;1;0;0
Q7LBR1;0;0;0;1;0;0
A0A0C4DH72;0;0;0;1;0;0
Q7Z4H8;0;0;0;1;0;0
P11182;0;0;0;1;0;0
Q6NUK1;0;0;0;1;0;0
P18510;0;1;0;1;0;0
P52943;0;0;0;1;0;0
Q96IX5;0;0;0;1;0;0
P43121;0;1;0;1;0;0
Q5TEC6;0;0;0;1;0;0
Q9Y2W2;0;1;0;1;0;0
P60900;0;0;0;1;0;0
P43034;0;1;1;1;0;0
O95631;0;0;0;1;0;0
Q9UJZ1;0;1;0;1;0;0
O14949;0;0;0;1;0;0
Q9Y6G9;0;1;1;1;0;0
Q92506;0;0;0;1;0;0
A0A087WSX0;0;0;0;1;0;0
Q9UH65;0;1;0;1;0;0
O14639;0;0;0;1;0;0
P21246;0;0;1;1;0;0
Q9HB71;0;0;0;1;0;0
Q9H2U2;0;0;0;1;0;0
Q9NZH8;0;1;0;1;0;0
Q96DR8;0;0;0;1;0;0
Q8WXX5;0;0;0;1;0;0
P13646;0;1;0;1;0;0
Q9UBX5;0;1;1;1;0;0
Q9UI09;0;1;0;1;0;0
A0A075B6S5;0;0;0;1;0;0
Q15468;0;1;0;1;0;0
Q8WXI7;0;0;0;1;0;0
P11279;0;1;0;1;0;0
P04433;0;1;0;1;0;0
Q7L7L0;0;0;1;1;0;0
P22528;0;0;1;0;0;0
Q9Y337;0;0;1;0;0;0
P07451;0;0;1;0;0;0
A6ND36;0;1;1;0;0;0
Q9UN37;0;0;1;0;0;0
P41227;0;0;1;0;0;0
Q8WXI9;0;0;1;0;0;0
Q9NZ01;0;1;1;0;0;0
Q3SY84;0;0;1;0;0;0
O75439;0;1;1;0;0;0
O43824;0;0;1;0;0;0
P78344;0;0;1;0;0;0
Q96DB5;0;0;1;0;0;0
O60610;0;0;1;0;0;0
Q9H2C0;0;0;1;0;0;0
Q9NSY2;0;0;1;0;0;0
O95757;0;0;1;0;0;0
Q9NQW7;0;0;1;0;0;0
P26639;0;1;1;0;0;0
Q8N6H7;0;1;1;0;0;0
Q16627;0;1;1;0;0;0
Q13131;0;0;1;0;0;0
Q96HE7;0;0;1;0;0;0
P28676;0;0;1;0;0;0
Q9HAB8;0;0;1;0;0;0
Q15654;0;0;1;0;0;0
P27338;0;1;1;0;0;0
O60763;0;1;1;0;0;0
P29218;0;0;1;0;0;0
Q02978;0;0;1;0;0;0
Q9BUP3;0;0;1;0;0;0
P53007;0;0;1;0;0;0
Q15393;0;0;1;0;0;0
Q15223;0;0;1;0;0;0
P28074;0;1;1;0;0;0
Q7L014;0;1;1;0;0;0
Q9BRX8;0;1;1;0;0;0
P62330;0;0;1;0;0;0
P18754;0;0;1;0;0;0
Q92615;0;0;1;0;0;0
Q5SRE7;0;0;1;0;0;0
P08579;0;1;1;0;0;0
A5A3E0;0;1;1;0;0;0
Q9H3H3;0;0;1;0;0;0
P51570;0;0;1;0;0;0
Q6ZRV2;0;1;1;0;0;0
O00471;0;0;1;0;0;0
P49790;0;0;1;0;0;0
Q00688;0;1;1;0;0;0
Q8NE71;0;0;1;0;0;0
P56378;0;1;1;0;0;0
Q08945;0;1;1;0;0;0
Q15067;0;0;1;0;0;0
Q92820;0;0;1;0;0;0
P51148;0;1;1;0;0;0
Q92482;0;0;1;0;0;0
P61026;0;1;1;0;0;0
P42345;0;0;1;0;0;0
P51149;0;1;1;0;0;0
Q9UI12;0;1;1;0;0;0
Q5VWX1;0;0;1;0;0;0
Q9Y624;0;0;1;0;0;0
P08590;0;0;1;0;0;0
Q9UQB8;0;1;1;0;0;0
O14744;0;0;1;0;0;0
O43633;0;1;1;0;0;0
Q9NR31;0;1;1;0;0;0
Q15459;0;1;1;0;0;0
P0C7P4;0;0;1;0;0;0
P10768;0;0;1;0;0;0
Q99719;0;0;1;0;0;0
P16112;0;0;1;0;0;0
P60891;0;0;1;0;0;0
P42224;0;0;1;0;0;0
P10276;0;0;1;0;0;0
O14777;0;0;1;0;0;0
O75643;0;0;1;0;0;0
P40616;0;0;1;0;0;0
P03952;0;1;1;0;0;0
P01706;0;0;1;0;0;0
Q01546;0;1;0;0;0;0
Q9BT09;0;1;0;0;0;0
Q9Y608;0;1;0;0;0;0
P78406;0;1;0;0;0;0
Q93009;0;1;0;0;0;0
P06756;0;1;0;0;0;0
Q9NVI7;0;1;0;0;0;0
Q9Y2X3;0;1;0;0;0;0
Q2TAA2;0;1;0;0;0;0
Q9GZZ1;0;1;0;0;0;0
Q12959;0;1;0;0;0;0
Q9UHA4;0;1;0;0;0;0
Q53GG5;0;1;0;0;0;0
Q9Y2Q3;0;1;0;0;0;0
Q5T749;0;1;0;0;0;0
P41252;0;1;0;0;0;0
Q9BV79;0;1;0;0;0;0
Q9UQ16;0;1;0;0;0;0
O75832;0;1;0;0;0;0
Q9NPA8;0;1;0;0;0;0
O00154;0;1;0;0;0;0
O14732;0;1;0;0;0;0
P50135;0;1;0;0;0;0
A0A0C4DH34;0;1;0;0;0;0
P35813;0;1;0;0;0;0
Q02750;0;1;0;0;0;0
O43660;0;1;0;0;0;0
Q9H3P2;0;1;0;0;0;0
O95881;0;1;0;0;0;0
P08514;0;1;0;0;0;0
Q9H3N1;0;1;0;0;0;0
P00748;0;1;0;0;0;0
P11234;0;1;0;0;0;0
P00742;0;1;0;0;0;0
P56556;0;1;0;0;0;0
O94826;0;1;0;0;0;0
Q9NYJ1;0;1;0;0;0;0
O95832;0;1;0;0;0;0
P16083;0;1;0;0;0;0
O60826;0;1;0;0;0;0
O00483;0;1;0;0;0;0
Q86WA6;0;1;0;0;0;0
P63313;0;1;0;0;0;0
Q6P1N0;0;1;0;0;0;0
Q99816;0;1;0;0;0;0
O95425;0;1;0;0;0;0
Q92609;0;1;0;0;0;0
Q13332;0;1;0;0;0;0
O94832;0;1;0;0;0;0
Q7Z6Z7;0;1;0;0;0;0
O94905;0;1;0;0;0;0
Q96LJ7;0;1;0;0;0;0
Q6P587;0;1;0;0;0;0
O43920;0;1;0;0;0;0
P24593;0;1;0;0;0;0
P10301;0;1;0;0;0;0
P12035;0;1;0;0;0;0
Q9HCU0;0;1;0;0;0;0
Q8IUD2;0;1;0;0;0;0
Q9UKX5;0;1;0;0;0;0
Q15477;0;1;0;0;0;0
Q15413;0;1;0;0;0;0
Q9UNF0;0;1;0;0;0;0
Q76M96;0;1;0;0;0;0
O43865;0;1;0;0;0;0
Q15057;0;1;0;0;0;0
Q12931;0;1;0;0;0;0
P12036;0;1;0;0;0;0
Q8IV08;0;1;0;0;0;0
Q92626;0;1;0;0;0;0
Q14258;0;1;0;0;0;0
P01717;0;1;0;0;0;0
Q14533;0;1;0;0;0;0
P55017;0;1;0;0;0;0
Q13177;0;1;0;0;0;0
Q9NR56;0;1;0;0;0;0
P78386;0;1;0;0;0;0
P03973;0;1;0;0;0;0
P0CG38;0;1;0;0;0;0
Q14938;0;1;0;0;0;0
O00418;0;1;0;0;0;0
Q8N163;0;1;0;0;0;0
P28906;0;1;0;0;0;0
Q99470;0;1;0;0;0;0
O15382;0;1;0;0;0;0
A0A075B6K5;0;1;0;0;0;0
O60828;0;1;0;0;0;0
P17480;0;1;0;0;0;0
P48059;0;1;0;0;0;0
Q86U42;0;1;0;0;0;0
O75494;0;1;0;0;0;0
P25940;0;1;0;0;0;0
P54577;0;1;0;0;0;0
Q8TD47;0;1;0;0;0;0
P0DP01;0;1;0;0;0;0
Q9P0X4;0;1;0;0;0;0
Q07283;0;1;0;0;0;0
