;One;Two;Three;Four;Five;Six
P07305;1;1;1;1;1;1
P62917;1;1;1;1;1;1
P02649;1;1;1;1;1;1
O15144;1;1;1;1;1;1
P04792;1;1;1;1;1;1
Q03252;1;1;1;1;1;1
Q02388;1;1;1;1;1;1
P04083;1;1;1;1;1;1
P31949;1;1;1;1;1;1
P07384;1;1;1;1;1;1
P04003;1;1;1;1;1;1
P30086;1;1;1;1;1;1
P00966;1;1;1;0;1;1
P14866;1;1;1;1;1;1
P39023;1;1;1;1;1;1
P14625;1;1;1;1;1;1
Q9NSB4;1;1;1;1;1;1
P07237;1;1;1;1;1;1
P61978;1;1;1;1;1;1
Q5SSJ5;1;1;1;1;1;1
O43707;1;1;1;1;1;1
P12814;1;1;1;1;1;1
P62249;1;1;1;1;1;1
Q16777;1;1;1;1;1;1
P62273;1;1;1;1;1;1
Q07020;1;1;1;1;1;1
P38646;1;1;1;1;1;1
Q9NZN4;1;1;1;1;1;1
P46781;1;1;1;1;1;1
P61927;1;1;1;1;1;1
P06312;1;1;1;1;1;1
Q8WUM4;1;1;1;1;1;1
P01859;1;1;1;1;1;1
P06703;1;1;1;1;1;1
Q15056;1;1;1;1;1;1
Q16555;1;1;1;1;1;1
P60903;1;1;1;1;1;1
P01871;1;1;1;1;1;1
Q01469;1;1;1;1;1;1
Q99715;1;1;1;1;1;1
P52597;1;1;1;1;1;1
P11047;1;1;1;1;1;1
P39019;1;1;1;1;1;1
P02749;1;1;1;1;1;1
P07996;1;1;1;1;1;1
Q8NC51;1;1;1;1;1;1
Q02543;1;1;1;1;1;1
P04040;1;1;1;1;1;1
P08294;1;1;1;1;1;1
P02774;1;1;1;1;1;1
P01009;1;1;1;1;1;1
P46940;1;1;1;1;1;1
P23946;1;1;1;1;1;1
P46779;1;1;1;1;1;1
A0A0A0MS15;1;1;0;1;1;1
P35221;1;1;1;1;0;1
P60660;1;1;1;1;1;1
A0A0B4J1V0;1;1;1;1;1;1
O60814;1;1;1;1;1;1
P55083;1;1;1;1;1;1
P23396;1;1;1;1;1;1
P09429;1;1;1;1;1;1
P08603;1;1;1;1;1;1
Q9BX66;1;1;0;1;1;1
P54652;1;1;1;1;1;1
Q14980;1;1;1;1;1;1
P60709;1;1;1;1;1;1
P02748;1;1;1;1;1;1
P01011;1;1;1;1;1;1
P02790;1;1;1;1;1;1
P60985;1;1;1;1;1;1
P22626;1;1;1;1;1;1
P31944;1;1;1;1;1;1
P04075;1;1;1;1;1;1
P84098;1;1;1;1;1;1
P04196;1;1;1;1;1;1
P09211;1;1;1;1;1;1
P08133;1;1;1;1;1;1
P60174;1;1;1;1;1;1
P00734;1;1;1;1;1;1
P01857;1;1;1;1;1;1
P52565;1;1;1;1;1;1
P09497;1;1;1;1;1;1
P19827;1;1;1;1;1;1
P50238;1;1;1;1;1;1
P00558;1;1;1;1;1;1
P62269;1;1;1;1;1;1
Q8WVV4;1;1;1;1;1;1
P17931;1;1;1;1;1;1
P62701;1;1;1;1;1;1
P62258;1;1;1;1;1;1
Q15746;1;1;1;1;1;1
P01042;1;1;1;1;1;1
P62753;1;1;1;1;1;1
Q9H1E3;1;1;1;1;1;1
P62826;1;1;1;1;1;1
P37837;1;1;1;1;1;1
P18124;1;1;1;1;1;1
P15088;1;1;1;1;1;1
P52272;1;1;1;1;1;1
P00488;1;1;1;1;1;1
P02763;1;1;1;1;1;1
Q14624;1;1;1;1;1;1
P32119;1;1;1;1;1;1
P30101;1;1;1;1;1;1
P23246;1;1;1;1;1;1
P12277;1;1;1;1;1;1
Q6UWP8;1;1;1;1;1;1
P26373;1;1;1;1;1;1
P04114;1;1;1;1;1;1
P27635;1;1;1;1;1;1
P25705;1;1;1;1;1;1
P26038;1;1;1;1;1;1
P27797;1;1;1;1;1;1
P00367;1;1;1;1;1;1
O75369;1;1;1;1;1;1
P09382;1;1;1;1;1;1
P37802;1;1;1;1;1;1
P55072;1;1;1;1;1;1
Q15582;1;1;1;1;1;1
P18669;1;1;1;1;1;1
Q9Y490;1;1;1;1;1;1
P14923;1;1;1;1;1;1
P01008;1;1;1;1;1;1
P24821;1;1;1;1;1;1
P02766;1;1;1;1;1;1
P02538;1;1;1;1;1;1
P63104;1;1;1;1;1;1
P11277;1;1;1;1;1;1
P15311;1;1;1;1;1;1
P68104;1;1;1;1;1;1
Q15661;1;1;1;1;1;1
Q14134;1;1;1;1;1;1
P00918;1;1;1;1;1;1
P07951;1;1;1;1;1;1
P01023;1;1;1;1;1;1
P98160;1;1;1;1;1;1
P00450;1;1;1;1;1;1
P35527;1;1;1;1;1;1
P00915;1;1;1;1;1;1
P00751;1;1;1;1;1;1
P13639;1;1;1;1;1;1
P0DMV9;1;1;1;1;1;1
P58107;1;1;1;1;1;1
P02654;1;1;1;1;1;1
P19823;1;1;1;1;1;1
Q01082;1;1;1;1;1;1
P10909;1;1;1;1;1;1
P23528;1;1;1;1;1;1
P02751;1;1;1;1;1;1
P04004;1;1;1;1;1;1
P47929;1;1;1;1;1;1
Q09666;1;1;1;1;1;1
Q7Z794;1;1;1;1;1;1
Q05707;1;1;1;1;1;1
P22105;1;1;1;1;1;1
P51911;1;1;1;1;1;1
Q13835;1;1;1;1;1;1
P06733;1;1;1;1;1;1
Q6NZI2;1;1;1;1;1;1
P14618;1;1;1;1;1;1
P21810;1;1;1;1;1;1
Q92817;1;1;1;1;1;1
P35749;1;1;1;1;1;1
P01876;1;1;1;1;1;1
P08758;1;1;1;1;1;1
P31947;1;1;1;1;1;1
P11142;1;1;1;1;1;1
Q04695;1;1;1;1;1;1
P18206;1;1;1;1;1;1
Q07507;1;1;1;1;1;1
P20930;1;1;1;1;1;1
P62937;1;1;1;1;1;1
P02549;1;1;1;1;1;1
P04406;1;1;1;1;1;1
P08779;1;1;1;1;1;1
P02743;1;1;1;1;1;1
Q05682;1;1;1;1;1;1
P02042;1;1;1;1;1;1
Q15063;1;1;1;1;1;1
P20774;1;1;1;1;1;1
P35579;1;1;1;1;1;1
P00738;1;1;1;1;1;1
P06396;1;1;1;1;1;1
P01834;1;1;1;1;1;1
P09493;1;1;1;1;1;1
P08123;1;1;1;1;1;1
O60437;1;1;1;1;1;1
P51888;1;1;1;1;1;1
P02679;1;1;1;1;1;1
P17661;1;1;1;1;1;1
P12109;1;1;1;1;1;1
P21333;1;1;1;1;1;1
P12110;1;1;1;1;1;1
Q01995;1;1;1;1;1;1
P62805;1;1;1;1;1;1
Q13813;1;1;1;1;1;1
Q15149;1;1;1;1;1;1
P35908;1;1;1;1;1;1
P02545;1;1;1;1;1;1
P07355;1;1;1;1;1;1
P02452;1;1;1;1;1;1
P02787;1;1;1;1;1;1
P02533;1;1;1;1;1;1
P02647;1;1;1;1;1;1
P69905;1;1;1;1;1;1
P01024;1;1;1;1;1;1
P13647;1;1;1;1;1;1
P51884;1;1;1;1;1;1
P02675;1;1;1;1;1;1
P07585;1;1;1;1;1;1
P02671;1;1;1;1;1;1
P08670;1;1;1;1;1;1
P68871;1;1;1;1;1;1
P15924;1;1;1;1;1;1
P13645;1;1;1;1;1;1
P12111;1;1;1;1;1;1
P04264;1;1;1;1;1;1
P02768;1;1;1;1;1;1
Q86SG5;0;0;0;0;0;1
Q02790;0;0;0;0;0;1
Q9BQ39;0;0;0;0;0;1
Q9UQN3;0;0;0;0;0;1
Q9BW04;0;0;0;1;0;1
P56211;0;0;0;0;0;1
Q14677;0;1;0;0;0;1
Q03154;0;0;0;1;0;1
P16333;0;0;0;0;0;1
P80188;0;0;1;0;0;1
Q9ULP0;0;1;1;0;0;1
P36980;0;0;1;1;0;1
Q8WTS1;0;0;0;0;0;1
P46109;0;1;0;0;0;1
Q13283;0;1;1;1;1;1
Q13201;0;0;1;0;0;1
Q8N8S7;0;1;1;1;1;1
Q9HCB6;0;1;0;0;1;1
P51553;0;1;0;0;0;1
P14678;0;1;1;0;1;1
P26196;0;1;1;0;0;1
P02794;0;1;1;0;1;1
P33151;0;0;0;0;0;1
Q96CN7;0;0;0;0;0;1
Q99757;0;0;0;0;0;1
Q14244;0;0;0;0;0;1
P39656;0;0;0;0;0;1
Q9NVS2;0;0;0;1;0;1
P0DJI8;0;0;1;0;0;1
O43504;0;0;0;0;0;1
O95428;0;1;0;0;0;1
Q99873;0;0;1;1;1;1
Q5T5P2;0;0;0;0;0;1
P63096;0;0;0;0;0;1
Q5VT79;0;0;0;1;0;1
Q7Z3Y7;0;0;0;1;0;1
O75116;0;1;0;0;0;1
O60313;0;1;0;0;0;1
P36507;0;0;0;1;1;1
P14136;0;0;1;0;0;1
Q13938;0;0;0;1;0;1
P49736;0;0;0;0;0;1
Q9H7C9;0;1;0;0;0;1
Q9NWH9;0;0;0;1;0;1
P31994;0;1;0;0;0;1
P00492;0;0;0;0;0;1
P01034;0;1;1;0;1;1
Q15651;0;1;0;1;1;1
Q71DI3;0;0;1;1;0;1
Q9BYX7;0;0;0;0;0;1
P81605;0;0;1;1;0;1
O43294;0;0;0;1;0;1
P53618;0;0;0;0;0;1
Q9Y2D4;0;1;0;0;0;1
O75955;0;1;0;0;0;1
P16220;0;1;0;0;0;1
O75112;0;0;0;1;0;1
Q9Y4Z0;0;0;0;0;0;1
P61020;0;1;1;1;0;1
O95817;0;0;1;0;0;1
Q14353;0;0;0;1;0;1
P49589;0;1;0;0;0;1
Q9Y237;0;1;1;1;0;1
Q8IYI6;0;1;0;0;0;1
O00303;0;0;0;0;0;1
Q15637;0;1;1;1;1;1
Q15435;0;0;0;0;0;1
P55774;0;0;0;0;0;1
Q9C0E8;0;0;0;0;0;1
Q63ZY3;0;0;0;1;0;1
P19784;0;0;0;0;0;1
P08648;0;1;0;0;0;1
Q99613;0;0;1;0;0;1
Q86VB7;0;0;0;1;0;1
P08571;0;1;0;0;1;1
Q16134;0;0;0;0;0;1
O60884;0;0;0;0;0;1
Q09028;0;1;0;1;0;1
P63010;0;1;0;1;0;1
Q9Y3C6;0;0;0;1;0;1
P16989;0;0;1;1;0;1
P53992;0;0;0;0;0;1
Q96I24;0;1;1;1;0;1
P46063;0;0;0;0;0;1
Q08380;0;0;0;0;0;1
Q9BRA2;0;0;0;0;0;1
Q13630;0;0;0;0;0;1
Q3ZCW2;0;1;1;1;1;1
P26640;0;1;0;1;0;1
Q9UK45;0;1;1;1;1;1
P32456;0;0;0;1;0;1
P19838;0;1;1;1;0;1
Q92522;0;0;1;0;0;1
P24534;0;0;0;0;0;1
P29350;0;1;1;0;0;1
P61221;0;1;1;1;0;1
O60684;0;0;0;0;0;1
Q9BUF5;0;0;0;1;1;1
Q0VGL1;0;0;1;0;0;1
Q16718;0;0;0;1;0;1
Q5JTV8;0;0;0;0;0;1
Q96Q06;0;0;0;1;0;1
P05164;0;0;1;0;0;1
Q8N474;0;0;0;1;1;1
Q9NZB2;0;0;0;0;0;1
Q16401;0;0;1;0;0;1
P62140;0;1;0;0;0;1
Q9H9B4;0;0;0;0;0;1
Q9BSU3;0;1;0;0;0;1
Q9UHL4;0;0;0;0;0;1
Q9Y265;0;1;0;1;0;1
Q13573;0;0;0;0;0;1
P30040;0;0;1;1;1;1
Q7L576;0;0;0;0;0;1
P41567;0;0;1;0;0;1
Q92900;0;0;0;0;0;1
P17516;0;0;0;0;0;1
Q8WUW1;0;1;1;1;0;1
Q9BRP8;0;0;1;0;0;1
P49792;0;0;0;0;0;1
Q99538;0;1;1;0;0;1
P78347;0;1;1;1;0;1
P35244;0;0;0;0;0;1
O43684;0;0;0;1;0;1
P07360;0;0;0;0;0;1
Q86UX2;0;1;0;1;0;1
Q9Y617;0;1;1;1;1;1
Q8TD16;0;1;1;1;0;1
P50897;0;0;0;0;0;1
Q13363;0;0;0;0;0;1
Q9BYH8;0;0;0;1;0;1
P06730;0;0;0;0;0;1
Q96FW1;0;0;1;1;1;1
P13073;0;1;1;1;1;1
Q8WVM8;0;0;0;0;0;1
P15121;0;0;0;0;1;1
O43169;0;0;0;0;0;1
Q9UNS2;0;0;0;0;0;1
P29762;0;1;0;0;0;1
Q8IY81;0;0;0;0;0;1
Q13557;0;1;0;0;0;1
P23786;0;1;0;0;0;1
Q9ULA0;0;1;1;1;1;1
Q9HC38;0;1;0;1;1;1
O14896;0;1;0;0;0;1
Q9NW64;0;0;0;1;0;1
P16284;0;0;0;0;0;1
Q8IX12;0;0;0;0;0;1
Q9UN86;0;0;0;1;1;1
P63151;0;0;0;1;0;1
P53597;0;0;0;0;0;1
P49585;0;0;0;1;0;1
P05387;0;0;0;0;0;1
P26440;0;0;0;0;0;1
Q13155;0;1;1;0;0;1
O00534;0;1;1;1;1;1
Q07157;0;1;1;1;1;1
Q15075;0;1;1;1;1;1
Q12792;0;1;1;1;1;1
P30626;0;1;1;1;1;1
O43181;0;0;0;0;0;1
P82979;0;1;1;1;0;1
A0A0C4DH36;0;1;1;0;0;1
Q9H6S3;0;1;0;0;0;1
P55000;0;1;0;0;0;1
Q96QA5;0;0;1;1;0;1
Q96AY3;0;1;0;0;0;1
P60468;0;0;0;0;0;1
A8K2U0;0;1;1;1;1;1
Q92878;0;0;0;0;0;1
P04439;0;0;0;0;1;1
P45880;0;0;0;0;0;1
P59665;0;0;0;0;0;1
P01911;0;0;0;0;0;1
Q92882;0;1;0;0;1;1
O14841;0;0;0;0;0;1
P78559;0;0;0;0;0;1
Q9UFN0;0;1;1;0;1;1
P51178;0;0;0;0;0;1
O95359;0;1;0;1;0;1
O43681;0;0;0;0;0;1
P08253;0;1;1;0;0;1
O75400;0;1;1;1;1;1
P14555;0;1;1;0;1;1
Q6DN90;0;1;0;0;0;1
O60218;0;0;0;0;0;1
Q9UNM6;0;1;0;0;1;1
Q96A35;0;0;0;0;0;1
Q00059;0;0;0;0;0;1
P42357;0;1;0;0;0;1
O14737;0;0;0;1;0;1
O00186;0;0;1;0;0;1
O00204;0;0;1;1;1;1
Q16891;0;1;1;1;1;1
P02741;0;0;1;0;0;1
Q13526;0;1;0;1;0;1
O60220;0;1;0;0;0;1
P32926;0;0;0;0;0;1
Q9BUT1;0;0;0;1;0;1
P62910;0;1;0;1;1;1
P49913;0;0;0;0;0;1
Q16186;0;0;1;0;0;1
P42704;0;1;0;0;0;1
P55060;0;0;0;0;0;1
Q14157;0;1;1;0;0;1
Q92888;0;0;1;0;0;1
Q12905;0;1;1;0;1;1
Q15819;0;1;1;1;0;1
Q9NPE3;0;0;0;0;0;1
Q9H2G2;0;0;1;0;0;1
Q9UDY2;0;0;0;0;0;1
P68402;0;0;1;1;0;1
P50213;0;0;1;1;0;1
Q9UHG3;0;0;1;1;0;1
Q99459;0;1;1;1;1;1
O14579;0;1;1;1;0;1
P61204;0;0;1;1;0;1
P07476;0;0;0;0;0;1
Q9Y3C1;0;0;0;0;0;1
Q9Y5K6;0;0;1;1;0;1
O96000;0;0;0;1;0;1
Q15126;0;0;0;1;0;1
P48668;0;0;0;0;0;1
O43252;0;0;0;0;0;1
Q9UPT5;0;0;0;0;0;1
O14908;0;1;0;1;0;1
Q9H8W4;0;0;1;0;0;1
Q96C86;0;0;1;0;0;1
Q8N684;0;0;0;0;0;1
Q14116;0;1;0;0;0;1
O95831;0;1;1;1;0;1
P51858;0;1;0;1;1;1
O95810;0;0;1;0;1;1
P41222;0;1;1;0;1;1
Q6PKG0;0;1;1;0;0;1
P04181;0;1;1;1;0;1
Q99848;0;0;0;0;0;1
Q6ZMR3;0;1;0;1;0;1
Q86XP0;0;0;0;0;0;1
Q9UMX5;0;1;0;1;1;1
Q9UBI6;0;1;0;0;0;1
P30622;0;1;1;1;0;1
P16615;0;1;1;0;0;1
Q13418;0;1;0;1;1;1
Q6P2Q9;0;1;1;1;1;1
O75390;0;0;1;0;1;1
P11166;0;1;1;0;0;1
Q9BQ04;0;0;0;0;0;1
Q9GZP8;0;1;0;1;0;1
Q9Y3Y2;0;1;0;0;0;1
P62312;0;0;0;0;0;1
O43396;0;0;1;1;1;1
Q92747;0;0;1;1;0;1
P61201;0;0;1;0;0;1
P06865;0;0;0;0;0;1
Q15185;0;0;0;1;0;1
P60983;0;0;0;1;1;1
P53384;0;0;0;0;0;1
Q8N1G4;0;0;0;0;0;1
P01593;0;0;0;0;1;1
P13804;0;0;0;0;0;1
Q9BTL3;0;0;0;0;0;1
P19404;0;1;0;1;1;1
O14776;0;0;1;0;0;1
O75348;0;1;1;1;1;1
P31942;0;1;1;1;0;1
Q9BZQ8;0;1;1;1;0;1
Q96K17;0;1;0;0;1;1
Q13885;0;0;1;1;1;1
Q5XKE5;0;1;1;1;1;1
Q9Y3C8;0;1;0;1;0;1
Q8IZ83;0;0;0;1;0;1
Q15811;0;1;0;1;0;1
Q04917;0;0;0;0;1;1
P55884;0;1;1;1;0;1
Q9UHX1;0;1;0;0;1;1
P28799;0;0;0;0;0;1
Q9BXJ9;0;1;0;0;0;1
P04216;0;1;1;0;1;1
P09874;0;1;1;1;1;1
Q92890;0;0;0;0;0;1
P50579;0;0;1;1;1;1
O00233;0;1;1;1;1;1
Q9UHB6;0;1;1;1;0;1
P33316;0;0;0;1;0;1
P84090;0;1;1;1;1;1
P34913;0;0;1;0;0;1
O14979;0;0;1;0;0;1
O75533;0;1;1;1;0;1
Q96IZ0;0;0;0;0;0;1
P09110;0;0;0;1;0;1
Q13242;0;1;0;1;0;1
Q99439;0;1;1;1;1;1
Q9NVZ3;0;0;0;0;0;1
P05160;0;1;1;0;0;1
P11413;0;1;1;1;0;1
Q9NSA3;0;1;1;1;0;1
Q9Y3L3;0;0;1;0;0;1
Q13510;0;1;1;1;0;1
P24539;0;0;0;1;0;1
P45877;0;0;0;0;0;1
Q9Y4K1;0;1;0;0;0;1
Q96C90;0;1;1;0;0;1
P05204;0;1;1;0;0;1
Q14257;0;0;1;0;0;1
Q02252;0;0;0;1;0;1
Q86VP6;0;1;1;1;1;1
P78527;0;0;1;1;0;1
P19105;0;0;1;0;1;1
P49756;0;1;1;1;1;1
Q15436;0;0;1;0;0;1
Q15370;0;0;0;0;0;1
Q9UBC5;0;1;1;1;0;1
P01019;0;1;1;1;1;1
P41208;0;0;0;0;0;1
O75525;0;0;0;0;0;1
Q9UKV3;0;1;1;0;0;1
P26368;0;1;1;1;1;1
P55209;0;0;1;1;1;1
Q12874;0;1;1;1;0;1
Q96BM9;0;0;0;1;1;1
O43768;0;1;1;1;0;1
P62495;0;1;1;0;1;1
Q96HS1;0;1;0;0;1;1
P13674;0;1;0;1;0;1
P48061;0;0;0;1;0;1
P63000;0;0;0;1;1;1
Q9H939;0;0;0;0;0;1
P52209;0;1;1;1;1;1
P35606;0;0;1;1;0;1
Q8WWY7;0;1;0;1;0;1
P62888;0;0;0;1;0;1
P29373;0;0;0;1;0;1
P43307;0;0;0;0;0;1
Q9UKK9;0;1;1;1;1;1
Q99729;0;1;1;1;1;1
Q9Y333;0;0;0;0;1;1
Q9BTV4;0;0;0;1;0;1
O95274;0;0;0;0;0;1
P49189;0;1;1;1;1;1
P60896;0;1;1;0;1;1
Q6NVY1;0;0;0;0;1;1
P46060;0;0;0;0;0;1
Q13492;0;1;0;0;0;1
Q9Y6E0;0;0;0;0;0;1
P49720;0;0;0;0;0;1
Q9Y4W6;0;0;0;0;0;1
Q9NYL9;0;1;0;1;0;1
Q14019;0;0;1;1;1;1
O95299;0;0;0;0;0;1
P61163;0;1;1;1;1;1
Q16822;0;0;0;1;0;1
P05109;0;1;1;0;0;1
P62857;0;0;1;0;0;1
P31939;0;1;1;1;1;1
P37108;0;0;0;0;1;1
Q14847;0;1;1;1;1;1
P49257;0;0;1;0;0;1
P42025;0;0;0;0;0;1
P35754;0;0;0;1;0;1
P17858;0;0;1;1;0;1
P15170;0;1;0;1;0;1
Q9H223;0;1;0;1;1;1
Q92575;0;0;1;1;0;1
Q13547;0;0;1;1;1;1
Q9ULZ3;0;0;1;0;0;1
P61604;0;1;1;1;0;1
P30046;0;1;1;1;1;1
Q16853;0;1;0;0;0;1
Q9UII2;0;1;1;1;1;1
Q02487;0;1;0;0;0;1
O75190;0;0;0;1;0;1
P0C0S5;0;1;0;1;0;1
O75781;0;1;1;0;1;1
O75347;0;1;1;1;1;1
P22234;0;1;1;1;0;1
Q13595;0;1;1;0;1;1
Q9UBT2;0;1;1;1;0;1
P30740;0;1;1;1;1;1
Q9UQE7;0;1;1;0;0;1
Q9P2R7;0;1;0;0;0;1
Q15029;0;1;0;1;0;1
O75937;0;1;1;1;0;1
O15511;0;1;1;1;1;1
Q13148;0;0;1;1;0;1
Q96QR8;0;1;1;1;1;1
O60841;0;0;1;1;0;1
Q8NBS9;0;0;1;1;0;1
P07814;0;1;1;1;0;1
P62136;0;0;0;1;0;1
Q9Y5B9;0;1;1;1;0;1
P22392;0;1;1;1;1;1
P22061;0;1;1;1;1;1
P05455;0;1;1;1;1;1
P55769;0;0;1;1;1;1
P38606;0;1;1;1;1;1
O75828;0;1;1;1;1;1
Q02818;0;1;1;1;1;1
P18859;0;1;1;1;1;1
Q96A33;0;0;1;1;0;1
P46939;0;1;0;1;1;1
P19971;0;1;1;0;0;1
Q06323;0;1;1;1;1;1
Q969Q0;0;1;0;1;1;1
Q5QNW6;0;0;0;0;0;1
P52895;1;0;0;1;1;0
P55735;1;0;0;1;0;0
Q8N4C8;1;0;0;0;0;0
O43237;1;0;0;1;0;0
P04271;1;0;0;1;1;0
Q04828;1;1;0;0;0;0
Q9Y365;1;0;0;0;0;0
Q9BX68;1;1;0;1;0;0
Q13409;1;1;1;1;0;0
P68133;1;0;1;0;0;0
P68400;1;0;0;1;0;0
P05155;1;1;1;0;1;0
P40222;1;1;0;1;0;0
P36542;1;1;1;1;0;0
P09936;1;1;1;1;1;0
Q13683;1;0;0;0;0;0
Q9UHX3;1;0;0;0;0;0
O43719;1;0;0;0;0;0
P13671;1;1;1;0;1;0
Q7Z5L7;1;1;1;1;0;0
Q13561;1;1;1;1;0;0
P25440;1;0;0;0;0;0
Q9NYF8;1;0;1;1;0;0
Q16576;1;0;0;0;0;0
Q13613;1;0;0;0;0;0
Q96RF0;1;0;1;1;0;0
Q9UKG1;1;0;0;1;0;0
Q96I25;1;0;0;1;0;0
P09543;1;1;0;0;0;0
Q96DG6;1;0;0;0;0;0
Q01581;1;1;0;1;0;0
Q02952;1;0;0;0;0;0
Q01658;1;1;0;0;0;0
Q92614;1;0;0;0;0;0
P45954;1;1;1;1;0;0
O75396;1;1;0;0;0;0
O75391;1;0;0;0;0;0
Q9NR28;1;0;0;1;0;0
Q9Y520;1;0;0;0;0;0
Q9BVA1;1;1;0;0;0;0
Q99829;1;1;1;0;1;0
Q9UJ70;1;0;1;1;0;0
O15540;1;0;1;0;0;0
P01718;1;1;0;0;0;0
P16035;1;1;0;0;0;0
P67809;1;1;1;0;0;0
P24666;1;1;1;0;1;0
O00330;1;0;0;0;0;0
Q9NX40;1;1;1;0;0;0
A0A075B6H7;1;0;0;0;0;0
P30533;1;0;0;1;1;0
P22102;1;1;1;0;0;0
P43308;1;1;0;1;1;0
P08237;1;1;0;0;0;0
P40763;1;0;0;0;0;0
Q04446;1;1;0;0;0;0
P48444;1;0;0;1;0;0
O00170;1;1;0;0;1;0
O75915;1;0;0;0;0;0
Q9NZU5;1;1;0;0;0;0
Q9Y285;1;1;0;0;1;0
P01599;1;1;1;0;0;0
P02747;1;1;1;1;0;0
Q08378;1;0;0;0;0;0
O75636;1;0;0;0;0;0
Q86TX2;1;1;0;1;0;0
P55263;1;1;1;0;0;0
P25787;1;1;1;1;0;0
O75380;1;0;0;0;0;0
Q9Y371;1;0;1;1;0;0
P35241;1;1;0;0;0;0
Q9UNN8;1;0;0;0;0;0
Q9Y6C2;1;1;0;1;1;0
O00499;1;0;0;0;0;0
P01591;1;1;1;0;1;0
P01903;1;0;1;0;1;0
P22059;1;1;0;0;0;0
O94888;1;0;0;0;0;0
O95861;1;1;0;0;0;0
Q9Y2J2;1;0;0;0;0;0
P01116;1;0;0;0;1;0
P49959;1;0;0;0;0;0
P61077;1;0;0;0;0;0
Q9H910;1;1;0;1;1;0
Q08722;1;0;0;0;0;0
P13807;1;0;1;0;0;0
Q06278;1;0;1;0;0;0
P40123;1;0;1;0;0;0
Q9Y2B0;1;0;0;0;0;0
Q9NTX5;1;0;0;1;0;0
O14791;1;0;0;1;0;0
Q6UXB8;1;1;1;0;1;0
Q9NZ32;1;0;1;0;0;0
O95302;1;1;1;1;0;0
O00764;1;0;1;1;1;0
P26885;1;0;0;0;1;0
Q8WWI1;1;0;0;1;0;0
P30049;1;1;1;1;1;0
P53990;1;1;0;1;0;0
P10515;1;1;1;0;0;0
O00505;1;1;0;0;0;0
Q9UN36;1;0;0;0;0;0
P60763;1;1;1;0;0;0
Q9NZM1;1;1;0;0;1;0
Q92905;1;0;0;0;0;0
Q9UJ72;1;0;0;0;0;0
P23141;1;0;1;0;0;0
P13798;1;1;1;1;1;0
O95445;1;0;1;1;0;0
Q9Y4L1;1;0;1;1;0;0
Q7Z3Y8;1;0;1;0;0;0
O43815;1;0;0;0;0;0
P01700;1;1;1;1;1;0
P01714;1;1;1;1;1;0
O60832;1;0;0;0;0;0
P62072;1;1;1;0;0;0
Q14554;1;0;0;0;0;0
P14324;1;0;1;1;0;0
P84095;1;1;0;1;0;0
Q7Z3Z0;1;0;0;1;0;0
P30419;1;1;0;0;1;0
Q96PD5;1;0;0;0;0;0
Q9Y266;1;1;0;0;0;0
Q8IXQ3;1;0;1;0;1;0
Q96AC1;1;1;0;1;0;0
Q86UE4;1;0;0;0;0;0
P63272;1;1;0;1;0;0
P56537;1;0;0;1;0;0
Q9BUL8;1;1;1;1;1;0
P12694;1;0;1;0;0;0
A0A075B6S9;1;1;0;0;1;0
P55001;1;1;0;0;0;0
P46459;1;0;1;0;1;0
A0A0C4DH38;1;1;0;0;1;0
Q9GZP4;1;0;1;0;0;0
Q07092;1;1;1;1;1;0
P02746;1;0;0;0;0;0
P62750;1;1;1;0;1;0
P0DMN0;1;0;0;0;0;0
Q3LXA3;1;1;0;0;0;0
Q9NP97;1;0;0;0;0;0
O95292;1;0;0;0;0;0
Q99714;1;1;0;1;1;0
Q07666;1;1;0;0;0;0
O94979;1;1;0;1;0;0
P61086;1;0;1;0;0;0
Q92973;1;1;1;0;0;0
P40925;1;1;1;1;1;0
Q15517;1;1;1;1;0;0
P05156;1;1;0;1;0;0
Q9H4M9;1;1;1;1;0;0
Q6N021;1;0;0;1;0;0
Q9HA64;1;1;1;0;1;0
Q13576;1;0;0;1;0;0
Q6IBS0;1;1;1;0;0;0
A0A0C4DH55;1;0;0;0;0;0
P22570;1;0;1;1;1;0
Q16629;1;0;1;1;1;0
P50570;1;1;1;1;1;0
P54725;1;0;1;0;1;0
P28300;1;1;1;1;1;0
Q53RT3;1;0;1;1;0;0
P39059;1;0;0;1;1;0
O95178;1;0;0;0;1;0
P08F94;1;0;0;0;1;0
P01889;1;1;0;0;0;0
Q14683;1;0;0;0;0;0
Q8WW12;1;0;1;1;1;0
P62829;1;1;1;0;1;0
P17655;1;1;0;1;0;0
O94760;1;0;0;0;0;0
O43488;1;1;1;0;0;0
Q8WVY7;1;0;0;0;1;0
P42677;1;1;1;1;1;0
Q9P0V9;1;0;0;0;1;0
P61964;1;1;0;0;1;0
O43866;1;0;0;1;1;0
P02775;1;1;1;0;1;0
Q9Y6M9;1;1;1;0;1;0
Q9BRF8;1;0;0;0;0;0
Q9NP79;1;1;0;0;0;0
Q99584;1;0;0;0;0;0
O00629;1;0;0;0;0;0
Q9UNZ2;1;1;1;1;1;0
Q9BQS8;1;0;0;0;0;0
Q13228;1;1;1;1;1;0
O14773;1;1;0;1;1;0
Q9Y5K8;1;1;0;0;1;0
Q9NVV0;1;0;0;0;1;0
Q13751;1;1;1;1;0;0
Q9UL46;1;1;1;0;0;0
P01780;1;0;0;0;0;0
