;One;Two;Three;Four;Five;Six
P11171;1;1;1;1;1;1
P11172;0;0;0;0;0;1
P11177;1;1;1;1;1;1
P11182;1;1;0;1;0;1
P11216;1;1;1;1;1;1
P11217;1;0;0;0;0;0
P11233;1;1;1;1;1;1
P11234;0;1;1;0;1;1
P11277;1;1;1;1;1;1
P11279;1;1;1;1;0;1
P11310;1;1;0;1;0;1
P11387;0;1;0;1;0;1
P11388;0;0;0;1;0;0
P11413;1;1;1;1;1;1
P11498;0;0;0;0;0;1
P11532;1;0;0;0;0;0
P11586;1;1;1;1;1;1
P11766;1;1;1;1;1;1
P11908;0;0;0;0;1;0
P11940;1;1;1;1;1;1
P12035;0;1;1;1;0;0
P12074;1;1;1;1;1;1
P12081;1;1;1;1;1;1
P12107;0;0;0;1;0;0
P12109;1;1;1;1;1;1
P12110;1;1;1;1;1;1
P12111;1;1;1;1;1;1
P12236;1;1;1;1;0;1
P12268;1;1;1;1;1;1
P12270;1;1;1;1;1;1
P12273;1;1;1;1;1;1
P12277;1;1;1;1;1;1
P12429;1;1;1;1;1;1
P12532;1;1;1;1;1;1
P12694;1;1;1;0;0;0
P12724;1;0;1;1;1;1
P12755;0;0;0;0;0;1
P12814;1;1;1;1;1;1
P12829;1;0;1;0;0;1
P12830;1;1;1;1;1;1
P12931;0;0;0;0;0;1
P12955;1;1;1;1;1;1
P12956;1;1;1;1;1;1
P13010;1;1;1;1;1;1
P13073;1;1;1;1;1;1
P13164;1;0;1;1;0;1
P13224;1;0;1;0;0;0
P13284;1;0;0;0;0;0
P13473;1;1;1;0;1;0
P13489;1;1;1;1;1;1
P13569;0;1;0;0;0;0
P13611;1;1;1;1;1;1
P13639;1;1;1;1;1;1
P13645;1;1;1;1;1;1
P13646;1;0;1;1;0;1
P13647;1;1;1;1;1;1
P13667;1;1;1;1;1;1
P13671;1;1;1;0;1;1
P13674;1;1;1;1;0;1
P13693;1;1;1;1;1;1
P13716;1;1;1;1;1;1
P13727;0;0;1;0;0;0
P13746;0;0;0;0;0;1
P13760;0;1;0;0;1;1
P13761;0;0;1;1;0;0
P13796;1;1;1;1;1;1
P13797;1;1;1;1;1;1
P13798;1;1;1;1;1;1
P13804;1;0;1;0;1;1
P13807;1;0;1;0;0;0
P13861;1;1;1;1;1;1
P13928;1;0;1;1;1;1
P13942;1;0;0;0;0;0
P14136;0;0;1;0;0;1
P14151;0;0;1;0;0;0
P14174;1;1;1;1;1;1
P14209;0;1;1;0;0;0
P14314;1;1;1;1;1;1
P14317;1;1;1;1;1;1
P14324;1;1;1;1;0;1
P14384;1;0;1;1;1;1
P14543;1;1;1;1;1;1
P14550;1;1;1;1;1;1
P14555;1;1;1;1;1;1
P14618;1;1;1;1;1;1
P14625;1;1;1;1;1;1
P14649;0;0;1;0;0;1
P14678;1;1;1;1;1;1
P14735;1;1;1;1;1;1
P14770;0;0;1;0;0;0
P14854;1;1;1;1;1;1
P14859;0;0;0;1;0;0
P14866;1;1;1;1;1;1
P14867;0;0;0;0;0;1
P14868;1;1;1;1;0;1
P14923;1;1;1;1;1;1
P14927;1;1;1;1;1;1
P15088;1;1;1;1;1;1
P15090;1;1;1;1;1;1
P15104;0;0;0;0;0;1
P15121;0;0;0;0;1;1
P15144;1;1;0;0;0;1
P15153;1;0;1;0;0;0
P15169;1;1;0;0;0;0
P15170;1;1;0;1;0;1
P15309;0;0;0;0;0;1
P15311;1;1;1;1;1;1
P15374;0;1;0;1;0;1
P15428;0;0;0;0;0;1
P15529;0;1;0;1;0;0
P15531;1;1;1;1;1;1
P15559;0;0;0;0;0;1
P15586;0;1;0;0;0;1
P15880;1;1;1;1;1;1
P15923;1;1;1;0;0;1
P15924;1;1;1;1;1;1
P15927;1;1;1;1;1;0
P15954;1;1;1;0;0;0
P16035;1;1;0;1;1;0
P16070;1;1;1;1;1;1
P16083;0;1;0;1;0;0
P16112;0;0;1;1;0;0
P16144;1;1;1;1;1;1
P16152;1;1;1;1;1;1
P16157;1;1;1;1;1;1
P16190;0;0;0;0;0;1
P16219;1;1;1;0;0;0
P16220;0;1;0;0;1;1
P16278;1;0;1;1;0;1
P16284;1;1;0;1;0;1
P16333;0;0;1;1;0;1
P16401;1;1;1;1;1;1
P16435;0;1;0;0;0;1
P16452;1;1;1;1;1;1
P16455;0;0;0;0;0;1
P16615;0;1;1;0;0;1
P16671;0;1;0;0;0;1
P16885;0;0;0;1;0;0
P16930;1;1;1;1;1;0
P16949;1;1;1;1;1;1
P16989;1;1;1;1;1;1
P17022;0;0;0;0;1;0
P17023;1;0;0;0;0;0
P17028;0;0;1;0;0;0
P17066;1;1;1;0;0;0
P17081;0;0;0;1;0;0
P17096;1;1;1;1;1;1
P17174;1;1;1;1;1;1
P17252;1;1;1;1;0;1
P17275;0;0;0;0;0;1
P17302;0;0;0;0;0;1
P17480;1;1;1;1;1;1
P17516;0;0;0;0;0;1
P17612;0;0;0;1;1;0
P17655;1;1;1;1;1;1
P17661;1;1;1;1;1;1
P17812;0;0;0;0;0;1
P17813;1;0;0;0;0;0
P17844;1;1;1;1;1;1
P17858;1;1;1;1;1;1
P17900;1;1;1;1;1;1
P17931;1;1;1;1;1;1
P17936;1;0;0;1;1;0
P17980;1;1;1;1;1;1
P17987;1;1;1;1;1;1
P18031;0;0;0;0;0;1
P18054;0;0;1;0;0;0
P18077;1;1;1;1;1;1
P18085;0;0;1;1;0;0
P18124;1;1;1;1;1;1
P18206;1;1;1;1;1;1
P18428;1;1;1;1;1;1
P18510;1;1;1;1;1;1
P18577;1;0;0;0;0;0
P18583;1;1;1;1;0;1
P18615;0;0;0;0;0;1
P18621;1;1;1;1;1;1
P18669;1;1;1;1;1;1
P18754;0;0;1;0;0;0
P18827;0;0;0;1;0;0
P18846;1;0;0;0;0;1
P18859;1;1;1;1;1;1
P19012;1;1;1;1;1;1
P19013;1;1;0;1;1;1
P19022;0;0;0;1;0;0
P19105;0;0;1;0;1;1
P19224;0;1;0;0;0;0
P19320;1;1;0;1;0;0
P19338;1;1;1;1;1;1
P19367;1;1;1;1;1;1
P19388;1;1;0;1;1;0
P19404;1;1;1;1;1;1
P19623;1;1;1;0;1;1
P19652;1;1;1;1;1;1
P19784;1;1;1;0;0;1
P19823;1;1;1;1;1;1
P19827;1;1;1;1;1;1
P19838;1;1;1;1;1;1
P19971;1;1;1;1;1;1
P20042;1;1;1;1;1;1
P20061;0;0;0;0;0;1
P20073;1;1;1;1;1;1
P20160;0;0;0;0;0;1
P20226;0;1;0;0;0;0
P20290;0;0;0;1;1;1
P20338;1;0;0;0;0;0
P20339;1;1;1;1;1;1
P20340;0;0;1;1;0;1
P20618;1;1;1;1;1;1
P20674;1;1;1;1;1;1
P20700;1;1;1;1;1;1
P20742;0;0;1;0;0;0
P20774;1;1;1;1;1;1
P20810;1;1;1;1;1;1
P20908;1;1;1;1;1;1
P20930;1;1;1;1;1;1
P20933;1;1;1;1;1;1
P20962;1;1;1;1;1;1
P21108;0;1;0;1;0;0
P21246;1;1;1;1;0;0
P21266;1;1;0;1;1;0
P21281;1;1;1;1;1;1
P21283;0;1;0;0;0;0
P21291;1;1;1;1;1;1
P21333;1;1;1;1;1;1
P21397;0;0;0;0;1;0
P21399;1;1;1;1;1;1
P21589;1;1;1;1;1;1
P21695;1;1;1;1;1;1
P21796;1;1;1;1;1;1
P21810;1;1;1;1;1;1
P21912;1;1;1;1;1;1
P21953;0;1;0;0;0;0
P21964;1;1;1;1;0;1
P21980;1;1;1;1;1;1
P22059;1;1;1;1;0;0
P22061;1;1;1;1;1;1
P22087;1;1;1;1;1;1
P22102;1;1;1;0;0;1
P22105;1;1;1;1;1;1
P22223;0;1;0;0;0;1
P22234;0;1;1;1;0;1
P22307;0;1;0;0;0;1
P22314;1;1;1;1;1;1
P22352;1;1;1;1;1;1
P22392;0;1;1;1;1;1
P22528;0;0;1;0;0;0
P22570;1;1;1;1;1;1
P22612;1;0;0;0;0;0
P22626;1;1;1;1;1;1
P22692;0;1;0;1;0;1
P22695;1;1;1;1;1;1
P22735;0;0;0;0;0;1
P22830;1;1;1;1;0;0
P22888;0;0;1;0;0;0
P22897;0;1;0;0;0;0
P23025;0;1;1;0;0;1
P23083;0;1;1;1;1;0
P23141;1;1;1;1;0;1
P23142;1;1;1;1;1;1
P23229;1;1;1;1;1;1
P23246;1;1;1;1;1;1
P23276;0;0;0;0;0;1
P23284;1;1;1;1;1;1
P23368;0;1;0;0;0;0
P23381;1;1;1;1;1;1
P23396;1;1;1;1;1;1
P23497;1;0;0;0;0;1
P23526;1;1;1;1;1;1
P23528;1;1;1;1;1;1
P23588;1;1;1;1;1;1
P23610;0;1;0;0;0;1
P23634;1;1;1;1;1;1
P23771;1;0;1;0;1;1
P23786;1;1;0;0;1;1
P23919;1;0;0;0;1;0
P23946;1;1;1;1;1;1
P24158;1;0;0;0;0;0
P24534;1;1;1;1;1;1
P24539;1;1;1;1;1;1
P24593;1;1;0;1;1;1
P24666;1;1;1;1;1;0
P24752;1;1;1;1;1;1
P24821;1;1;1;1;1;1
P24844;1;1;1;1;1;1
P24928;0;1;0;1;0;1
P25067;0;0;0;0;0;1
P25098;0;1;0;0;0;0
P25189;0;0;1;1;0;1
P25205;0;1;1;0;0;0
P25311;1;1;1;1;1;1
P25325;1;1;1;1;1;1
P25391;0;0;0;0;0;1
P25398;1;1;1;1;1;1
P25440;1;0;1;0;1;0
P25685;1;1;1;1;1;1
P25686;0;0;1;1;1;1
P25705;1;1;1;1;1;1
P25774;0;0;0;1;1;1
P25786;1;1;1;1;1;1
P25787;1;1;1;1;0;1
P25788;1;1;1;1;1;1
P25789;0;1;1;1;1;1
P25815;0;0;0;1;0;1
P25940;1;1;1;1;0;0
P25963;1;1;1;1;0;1
P26006;0;1;0;1;0;1
P26038;1;1;1;1;1;1
P26196;0;1;1;0;0;1
P26368;1;1;1;1;1;1
P26373;1;1;1;1;1;1
P26440;1;1;1;1;1;1
P26447;1;1;1;1;1;1
P26583;1;1;1;1;0;1
P26599;1;1;1;1;1;1
P26639;0;1;1;0;0;1
P26640;1;1;1;1;1;1
P26641;1;1;1;1;1;1
P26885;1;0;0;0;1;0
P27105;1;1;1;1;0;1
P27144;1;1;1;1;1;1
P27169;0;0;0;0;0;1
P27338;1;1;1;1;0;1
P27348;1;1;1;1;1;1
P27361;1;1;1;1;0;1
P27469;0;1;0;0;0;0
P27482;1;1;1;1;1;1
P27487;1;1;0;1;0;1
P27540;0;0;1;0;0;0
P27635;1;1;1;1;1;1
P27694;1;1;1;1;0;1
P27695;1;1;1;1;1;1
P27708;1;0;1;1;1;1
P27797;1;1;1;1;1;1
P27816;1;1;1;1;1;1
P27824;1;1;1;1;1;1
P27986;0;0;1;0;0;0
P28062;0;0;0;0;1;0
P28065;1;1;0;1;1;0
P28066;1;1;1;1;1;1
P28070;1;1;1;1;1;1
P28072;1;1;1;1;1;1
P28074;1;1;1;1;1;1
P28161;0;1;0;0;0;0
P28289;1;1;1;1;1;1
P28300;1;1;1;1;1;1
P28331;1;1;1;1;1;1
P28482;1;1;1;1;1;1
P28676;0;0;1;0;0;1
P28715;0;1;0;0;0;0
P28799;0;1;0;1;1;1
P28838;1;1;1;1;1;1
P28906;0;1;0;1;1;1
P29083;0;1;1;1;1;0
P29144;1;0;1;0;0;0
P29218;0;1;1;0;1;1
P29350;0;1;1;0;1;1
P29353;0;1;0;0;0;1
P29373;0;1;0;1;0;1
P29401;1;1;1;1;1;1
P29466;1;1;1;0;1;1
P29508;1;1;1;1;1;1
P29536;1;0;0;1;0;1
P29590;1;1;1;1;1;1
P29622;1;0;0;1;0;0
P29692;1;1;1;1;1;1
P29762;0;1;0;0;0;1
P29966;1;0;0;1;1;1
P29972;1;0;0;0;0;0
P29992;0;0;1;1;0;0
P30038;1;1;1;1;1;1
P30040;0;1;1;1;1;1
P30041;1;1;1;1;1;1
P30042;1;1;1;1;0;1
P30043;1;1;1;1;1;1
P30044;1;1;1;1;1;1
P30046;1;1;1;1;1;1
P30048;1;1;1;1;1;1
P30049;1;1;1;1;1;1
P30050;1;1;1;1;1;1
P30084;1;1;1;1;1;1
P30085;1;1;1;1;1;1
P30086;1;1;1;1;1;1
P30101;1;1;1;1;1;1
P30153;1;1;1;1;1;1
P30304;0;0;0;0;0;1
P30405;1;1;1;1;0;1
P30419;1;1;0;0;1;1
P30453;0;0;0;1;0;0
P30455;0;1;0;0;0;0
P30464;1;0;0;0;0;1
P30484;0;1;1;0;0;1
P30485;0;0;0;0;1;0
P30499;0;1;0;0;0;0
P30511;0;1;1;0;0;1
P30519;1;1;1;0;0;1
P30533;1;1;0;1;1;1
P30566;1;1;1;1;1;1
P30613;1;1;1;1;1;0
P30622;1;1;1;1;1;1
P30626;1;1;1;1;1;1
P30711;1;0;1;0;0;1
P30740;1;1;1;1;1;1
P30837;1;1;1;1;1;1
P30838;1;1;1;1;1;1
P30876;0;1;1;0;0;1
P31040;1;1;1;1;1;1
P31146;1;1;1;1;1;1
P31150;1;1;1;1;1;1
P31151;1;1;1;1;1;1
P31153;1;1;1;1;1;1
P31483;0;0;0;0;0;1
P31749;0;0;1;0;0;0
P31930;1;1;1;1;1;1
P31937;0;0;0;1;0;1
P31939;0;1;1;1;1;1
P31942;1;1;1;1;1;1
P31943;1;1;1;1;1;1
P31944;1;1;1;1;1;1
P31946;1;1;1;1;1;1
P31947;1;1;1;1;1;1
P31948;1;1;1;1;1;1
P31949;1;1;1;1;1;1
P31994;1;1;1;1;1;1
P32004;0;1;0;0;0;0
P32119;1;1;1;1;1;1
P32320;0;0;0;1;0;0
P32322;0;0;0;0;0;1
P32455;1;1;1;0;1;1
P32456;0;1;1;1;0;1
P32926;0;1;1;1;0;1
P32969;1;1;1;1;1;1
P33076;1;0;0;1;0;1
P33121;1;1;1;1;1;1
P33151;0;1;0;0;0;1
P33176;1;1;1;1;1;1
P33240;1;1;1;1;0;0
P33241;1;1;1;1;1;1
P33316;1;0;0;1;0;1
P33992;0;0;0;1;0;0
P34096;1;0;1;1;1;0
P34897;1;1;1;1;1;1
P34913;1;1;1;0;0;1
P34932;1;1;1;1;0;1
P35052;0;1;0;0;0;0
P35080;1;1;0;0;1;1
P35221;1;1;1;1;1;1
P35222;1;1;1;1;1;1
P35232;1;1;1;1;1;1
P35237;1;1;1;1;0;1
P35241;1;1;0;0;0;0
P35244;0;1;0;1;0;1
P35268;1;1;1;1;1;1
P35269;1;1;1;1;0;1
P35442;1;0;1;1;1;1
P35443;1;1;1;1;1;1
P35527;1;1;1;1;1;1
P35542;1;1;1;1;1;1
P35555;1;1;1;1;1;1
P35573;0;1;0;1;1;0
P35579;1;1;1;1;1;1
P35580;1;1;1;1;1;1
P35606;1;1;1;1;1;1
P35609;0;0;1;0;0;0
P35611;1;1;1;1;1;1
P35612;1;1;1;0;1;1
P35613;0;1;0;0;1;1
P35625;1;0;0;0;0;1
P35637;1;1;1;1;1;1
P35658;1;0;0;0;0;1
P35659;1;1;1;1;1;1
P35749;1;1;1;1;1;1
P35754;1;0;1;1;0;1
P35813;1;1;1;0;0;0
P35858;0;1;0;1;0;1
P35908;1;1;1;1;1;1
P35914;0;1;1;1;1;0
P35998;1;1;1;1;1;1
P36269;0;1;0;1;1;1
P36507;1;1;1;1;1;1
P36542;1;1;1;1;0;1
P36543;1;1;1;1;1;1
P36578;1;1;1;1;1;1
P36776;1;0;0;0;0;0
P36871;1;1;1;1;0;1
P36873;1;1;1;1;0;1
P36915;1;0;1;1;0;0
P36952;1;1;1;1;1;1
P36954;1;1;0;1;0;1
P36955;1;1;1;1;1;1
P36957;1;1;1;1;1;1
P36969;1;1;0;1;0;0
P36980;0;0;1;1;1;1
P37108;1;1;0;0;1;1
P37198;1;0;0;1;0;1
P37802;1;1;1;1;1;1
P37837;1;1;1;1;1;1
P37840;1;1;0;0;0;0
P38117;1;1;1;1;1;1
P38159;1;1;1;1;1;1
P38405;0;1;0;0;0;0
P38606;1;1;1;1;1;1
P38646;1;1;1;1;1;1
P38919;1;1;1;1;1;1
P39019;1;1;1;1;1;1
P39023;1;1;1;1;1;1
P39059;1;1;1;1;1;1
P39060;1;1;1;1;1;1
P39656;1;0;0;0;0;1
P39687;1;1;1;1;1;1
P40121;1;1;1;1;1;1
P40123;1;1;1;0;1;1
P40222;1;1;0;1;0;0
P40227;1;1;1;1;1;1
P40261;1;1;1;1;1;1
P40306;1;1;1;1;1;1
P40429;1;1;1;1;1;1
P40616;0;0;1;0;0;0
P40763;1;1;1;0;0;1
P40855;1;0;0;1;1;1
P40925;1;1;1;1;1;0
P40926;1;1;1;1;1;1
P40937;0;0;1;1;0;1
P40939;1;1;1;1;1;1
P40967;0;1;0;0;0;1
P41091;1;1;1;1;1;1
P41208;1;0;1;1;0;1
P41218;0;1;0;0;0;0
P41219;1;1;1;1;1;1
P41222;1;1;1;1;1;1
P41223;1;0;0;0;0;0
P41227;0;0;1;0;0;0
P41236;1;1;0;0;1;1
P41250;1;1;1;1;1;1
P41252;1;1;1;1;0;1
P41567;1;1;1;1;1;1
P42025;0;1;0;0;0;1
P42126;1;1;1;0;0;1
P42167;1;1;1;1;1;1
P42224;1;1;1;0;0;1
P42229;1;1;1;1;1;1
P42285;0;1;0;0;0;1
P42330;1;0;1;1;0;1
P42345;0;0;1;0;0;0
P42357;1;1;1;1;1;1
P42566;0;0;1;0;0;1
P42574;0;0;0;1;0;0
P42677;1;1;1;1;1;1
P42704;1;1;1;1;0;1
P42765;1;1;1;1;1;1
P42766;1;1;1;1;1;1
P42773;1;1;1;1;0;1
P42785;1;1;1;1;0;1
P42858;0;0;1;0;0;0
P43007;0;0;0;0;0;1
P43034;1;1;1;1;0;1
P43121;1;1;1;1;1;1
P43155;1;1;0;1;1;1
P43235;0;1;1;0;0;0
P43243;1;1;1;1;1;1
P43246;0;1;0;1;0;0
P43304;1;1;1;1;0;1
P43307;1;0;0;0;0;1
P43308;1;1;0;1;1;1
P43405;1;1;0;0;0;1
P43487;1;1;1;1;1;1
P43652;1;1;1;1;1;1
P43686;1;1;1;1;1;1
P43897;0;1;0;0;0;0
P45381;1;0;0;1;0;1
P45877;0;0;0;1;0;1
P45880;0;1;1;0;0;1
P45954;1;1;1;1;0;1
P45973;0;0;0;0;0;1
P45974;1;1;1;1;1;1
P45984;0;1;0;0;0;0
P45985;0;1;0;1;0;1
P46060;0;0;0;1;1;1
P46063;0;0;1;0;0;1
P46093;0;1;0;0;0;0
P46108;1;1;1;1;1;1
P46109;0;1;1;1;1;1
P46379;0;0;0;1;0;1
P46459;1;1;1;0;1;1
P46734;1;0;0;0;0;0
P46776;1;1;1;1;1;1
P46777;1;1;1;1;1;1
P46778;1;1;1;1;1;1
P46779;1;1;1;1;1;1
P46781;1;1;1;1;1;1
P46782;1;1;1;1;1;1
P46783;1;1;1;1;1;1
P46821;1;1;1;1;1;1
P46926;0;1;1;1;0;0
P46937;1;1;1;1;1;1
P46939;1;1;1;1;1;1
P46940;1;1;1;1;1;1
P46952;0;0;0;0;0;1
P46976;1;1;1;1;1;1
P47224;1;1;0;0;1;0
P47755;1;1;1;1;1;1
P47756;1;1;1;1;1;1
P47813;1;1;1;1;1;1
P47869;0;1;0;0;0;0
P47895;0;0;0;0;0;1
P47897;1;1;1;1;1;1
P47914;1;1;1;1;1;1
P47929;1;1;1;1;1;1
P47985;1;1;0;1;1;1
P48047;1;1;1;1;1;1
P48059;1;1;1;1;0;1
P48061;0;1;1;1;0;1
P48147;1;1;1;0;0;1
P48163;0;0;0;1;1;1
P48426;0;1;1;1;1;0
P48444;1;1;1;1;1;1
P48506;1;1;0;1;1;1
P48539;0;1;0;0;1;1
P48556;1;1;1;0;1;1
P48594;1;1;0;0;1;1
P48634;0;1;0;0;0;0
P48637;1;1;1;1;1;1
P48643;1;1;1;1;1;1
P48668;1;1;1;0;0;1
P48681;1;1;1;1;1;1
P48729;1;1;1;1;0;0
P48735;1;1;1;1;1;1
P48739;1;1;1;0;1;1
P48995;0;1;0;1;0;0
P49023;0;0;1;1;0;1
P49069;0;1;0;1;0;0
P49137;1;0;0;0;0;0
P49189;1;1;1;1;1;1
P49207;1;1;1;1;1;1
P49247;0;1;0;0;0;1
P49257;1;1;1;1;1;1
P49321;1;1;1;1;1;1
P49327;1;1;1;1;1;1
P49354;1;1;1;1;1;1
P49368;1;1;1;1;1;1
P49406;0;0;0;1;0;0
P49407;0;0;0;0;0;1
P49411;1;1;1;1;1;1
P49418;1;0;0;0;0;0
P49419;1;1;1;1;1;1
P49458;1;1;1;1;1;1
P49585;1;1;1;1;1;1
P49588;1;1;1;1;1;1
P49589;0;1;1;1;0;1
P49591;1;1;1;1;1;1
P49593;1;0;0;0;1;1
P49662;1;0;0;0;0;1
P49711;0;0;0;1;0;0
P49720;1;0;0;0;1;1
P49721;1;1;1;1;1;1
P49736;0;1;1;1;1;1
P49746;0;0;1;0;0;0
P49747;1;1;1;1;1;1
P49748;1;1;1;1;1;1
P49750;0;0;1;1;0;1
P49755;1;1;0;0;0;1
P49756;1;1;1;1;1;1
P49757;0;1;0;0;0;1
P49765;1;0;0;0;0;0
P49773;1;1;1;1;1;1
P49790;1;1;1;1;1;1
P49792;0;0;0;0;0;1
P49821;1;1;1;1;0;1
P49862;1;1;1;1;1;1
P49908;1;1;0;1;1;1
P49913;1;1;1;1;0;1
P49914;1;1;0;0;1;1
P49915;0;1;1;1;1;0
P49959;1;1;1;1;1;1
P49961;0;0;0;1;0;1
P50135;1;1;1;1;0;1
P50213;0;1;1;1;1;1
P50238;1;1;1;1;1;1
P50281;1;0;1;0;1;0
P50395;1;1;1;1;1;1
P50402;1;1;1;1;1;1
P50440;1;1;0;1;0;0
P50452;0;1;1;1;0;0
P50453;1;1;0;1;0;1
P50454;1;1;1;1;1;1
P50479;1;1;1;1;0;1
P50502;1;1;1;1;1;1
P50552;1;1;1;1;1;1
P50570;1;1;1;1;1;1
P50579;0;1;1;1;1;1
P50851;0;1;0;0;0;1
P50895;1;1;1;0;1;1
P50897;1;1;0;1;1;1
P50914;1;1;1;1;1;1
P50990;1;1;1;1;1;1
P50991;1;1;1;1;1;1
P50993;0;0;0;0;0;1
P50995;1;1;1;1;1;1
P51114;1;1;0;1;1;1
P51116;0;1;0;0;0;0
P51148;0;1;1;0;1;1
P51149;1;1;1;0;1;0
P51178;0;1;0;1;0;1
P51397;1;1;0;1;1;1
P51398;1;1;1;1;1;1
P51452;1;1;1;1;1;1
P51532;0;1;1;0;0;0
P51553;0;1;1;1;0;1
P51570;1;1;1;1;1;1
P51571;0;1;0;1;0;0
P51572;1;0;0;0;0;1
P51608;1;1;1;1;1;1
P51610;1;1;0;1;0;1
P51648;1;1;1;1;0;1
P51649;1;0;0;0;0;1
P51659;1;1;1;1;1;1
P51665;1;1;1;1;0;1
P51668;0;1;0;0;0;0
P51674;0;0;1;0;0;0
P51688;0;1;0;1;0;0
P51812;0;0;1;0;0;1
P51858;1;1;0;1;1;1
P51884;1;1;1;1;1;1
P51888;1;1;1;1;1;1
P51911;1;1;1;1;1;1
P51970;0;0;0;0;0;1
P51991;1;1;1;1;1;1
P52209;1;1;1;1;1;1
P52272;1;1;1;1;1;1
P52294;1;1;1;0;1;0
P52298;0;1;0;0;0;1
P52434;0;0;0;0;0;1
P52565;1;1;1;1;1;1
P52566;1;1;1;1;1;1
P52597;1;1;1;1;1;1
P52630;1;1;0;0;1;1
P52655;0;0;0;1;0;1
P52849;0;1;0;0;0;0
P52888;1;1;1;1;0;1
P52895;1;0;1;1;1;1
P52907;1;1;1;1;1;1
P52943;1;1;1;1;1;1
P52948;0;1;0;0;0;0
P53004;1;1;1;1;1;1
P53007;1;1;1;0;0;0
P53041;1;0;1;0;0;0
P53365;1;1;1;1;1;1
P53367;1;1;1;1;1;1
P53384;0;0;0;0;1;1
P53396;1;1;1;1;1;1
P53597;0;0;0;0;0;1
P53602;0;1;0;1;0;1
P53618;0;1;0;0;0;1
P53621;1;1;1;1;0;1
P53634;1;1;1;1;1;1
P53680;1;0;1;1;0;0
P53778;0;0;1;0;0;0
P53803;1;0;1;1;0;1
P53805;0;0;0;0;0;1
P53814;1;1;1;1;1;1
P53990;1;1;1;1;0;1
P53992;0;0;1;0;0;1
P53999;1;1;1;1;1;1
P54105;1;1;1;0;0;1
P54108;1;0;0;0;1;1
P54132;0;1;0;0;0;1
P54136;1;1;1;1;1;1
P54289;0;1;0;0;0;1
P54577;1;1;1;1;1;1
P54578;1;1;1;1;1;1
P54619;0;1;0;0;0;0
P54652;1;1;1;1;1;1
P54709;1;1;1;1;0;1
P54725;1;1;1;1;1;1
P54727;1;1;1;1;1;1
P54762;0;0;0;1;0;0
P54802;0;0;0;1;0;0
P54819;1;1;1;1;1;1
P54821;0;0;1;0;0;1
P54851;0;1;0;0;0;1
P54886;0;1;0;0;0;0
P54920;1;1;1;1;1;1
P55000;0;1;1;1;1;1
P55001;1;1;1;1;1;1
P55008;1;1;1;1;0;1
P55010;0;1;0;1;0;1
P55011;0;1;0;0;1;0
P55017;0;0;0;1;0;0
P55036;1;1;1;1;1;1
P55056;0;0;1;0;1;1
P55058;0;1;1;1;1;1
P55060;1;1;1;1;0;1
P55072;1;1;1;1;1;1
P55081;1;1;0;1;1;0
P55083;1;1;1;1;1;1
P55084;1;1;1;1;1;1
P55145;1;1;1;1;1;1
P55201;0;0;0;1;0;0
P55209;1;1;1;1;1;1
P55210;0;1;0;1;0;0
P55259;0;0;0;0;1;0
P55263;1;1;1;1;0;1
P55265;1;1;1;1;0;1
P55268;1;1;1;1;1;1
P55290;1;1;1;1;1;1
P55735;1;1;1;1;1;1
P55769;0;0;1;1;1;1
P55774;0;0;0;0;0;1
P55786;1;1;1;1;1;1
P55795;1;1;1;1;1;1
P55809;1;1;1;1;1;1
P55854;0;0;1;1;0;1
P55884;1;1;1;1;1;1
P56134;1;1;1;1;1;1
P56159;1;0;0;0;0;0
P56181;0;1;1;1;0;1
P56182;1;0;0;0;0;0
P56211;1;1;0;1;1;1
P56277;0;1;0;0;0;1
P56378;0;1;1;0;0;0
P56381;1;0;1;0;0;1
P56385;1;1;1;1;1;1
P56524;0;0;0;0;0;1
P56537;1;1;1;1;1;1
P56556;1;1;0;1;0;1
P56705;0;0;0;0;0;1
P57735;0;0;0;0;0;1
P57764;1;0;1;0;0;0
P57772;0;0;1;0;0;0
P58107;1;1;1;1;1;1
P58340;1;0;0;0;0;0
P58546;1;1;1;1;1;1
P59536;0;1;0;0;0;0
P59665;1;1;0;1;0;1
P59768;0;1;0;0;0;0
P59998;1;1;1;1;1;1
P60022;0;0;0;1;0;1
P60059;1;1;1;0;0;1
P60174;1;1;1;1;1;1
P60228;1;1;1;1;0;1
P60468;1;1;1;1;1;1
P60660;1;1;1;1;1;1
P60709;1;1;1;1;1;1
P60763;1;1;1;0;0;1
P60842;1;1;1;1;1;1
P60866;1;1;1;1;1;1
P60891;0;0;1;0;0;0
P60896;1;1;1;1;1;1
P60900;1;1;1;1;1;1
P60903;1;1;1;1;1;1
P60953;0;0;1;1;0;1
P60981;1;1;1;1;1;1
P60983;1;1;0;1;1;1
P60985;1;1;1;1;1;1
P61019;1;1;1;0;0;1
P61020;0;1;1;1;0;1
P61024;0;0;0;1;0;0
P61026;0;1;1;1;1;1
P61077;1;0;0;0;0;1
P61081;0;0;0;0;0;1
P61086;1;1;1;1;1;0
P61088;1;1;1;1;1;1
P61106;1;1;1;1;0;1
P61158;1;1;1;1;1;1
P61160;1;1;1;1;1;1
P61163;1;1;1;1;1;1
P61201;1;0;1;0;0;1
P61204;1;1;1;1;1;1
P61221;1;1;1;1;1;1
P61224;1;1;1;1;1;1
P61247;1;1;1;1;1;1
P61254;1;1;1;1;1;1
P61289;1;0;0;0;0;0
